obs,tic,gvkey,conm_x,CrossVerified_ExecType,DirectorName,Ethnicity,Race(black),BE_fromBermissData,Actual_Bermiss_discrepancy,Minority,Gender,Female,Num_Black_TMT,Active2020,CEO_Appointment_date_within_2020,DirectorName_source
407,NWSA,18043,NEWS CORP,CEO,Robert Thomson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
408,NEE,4517,NEXTERA ENERGY INC,CEO,Jim Robo,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
409,NLSN,100873,NIELSEN HOLDINGS PLC,CEO,David Kenny,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
410,NLSN,100873,NIELSEN HOLDINGS PLC,TMT,Jamere Jackson,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
411,NI,7974,NISOURCE INC,TMT,Donald Brown,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
412,NI,7974,NISOURCE INC,CEO,Joe Hamrock,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
413,NSC,7923,NORFOLK SOUTHERN CORP,CEO,Jim Squires,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
414,NTRS,7982,NORTHERN TRUST CORP,CEO,Mike O'Grady,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
415,NTRS,7982,NORTHERN TRUST CORP,TMT,Shundrawn Thomas,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
416,NOC,7985,NORTHROP GRUMMAN CORP,CEO,Kathy Warden,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
417,NLOK,15855,NORTONLIFELOCK INC,CEO,John Thompson,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
418,NLOK,15855,NORTONLIFELOCK INC,TMT,Scott Taylor,Caucasian/White,0,1,1,0,M,0,2,Yes,,Bermiss
419,NCLH,104432,NORWEGIAN CRUISE LINE HLDGS,CEO,Frank Del Rio,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
420,NOV,63892,NOV INC,CEO,Clay Williams,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
421,NRG,135990,NRG ENERGY INC,CEO,Mauricio Gutierrez,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
422,NVDA,117768,NVIDIA CORP,CEO,Jensen Huang,Asian/Taiwanese,0,,0,1,M,0,0,Yes,,BoardEx
423,ORLY,28180,O'REILLY AUTOMOTIVE INC,TMT,David O'Reilly,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
424,ORLY,28180,O'REILLY AUTOMOTIVE INC,TMT,Greg Henslee,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
425,OXY,8068,OCCIDENTAL PETROLEUM CORP,CEO,Vicki Hollub,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
426,ODFL,24617,OLD DOMINION FREIGHT,TMT,David Congdon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
427,ODFL,24617,OLD DOMINION FREIGHT,TMT,Earl Congdon Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
428,ODFL,24617,OLD DOMINION FREIGHT,CEO,Greg Gantt,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
429,OMC,4066,OMNICOM GROUP INC,CEO,John Wren III,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
430,ON,134932,ON SEMICONDUCTOR CORP,CEO,Keith Jackson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
431,OKE,8151,ONEOK INC,CEO,Terry Spencer,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
432,ORCL,12142,ORACLE CORP,TMT,Charles Phillips,African American/Black,1,,0,0,M,0,1,No,,Bermiss
433,ORCL,12142,ORACLE CORP,TMT,Jeff Henley,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
434,ORCL,12142,ORACLE CORP,TMT,Larry Ellison,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
435,ORCL,12142,ORACLE CORP,CEO,Safra Catz,Caucasian/White,0,1,1,0,F,1,1,Yes,,BoardEx
436,OGN,38821,ORGANON & CO,CEO,Paddy Nicol,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
437,PCAR,8253,PACCAR INC,TMT,Mark Pigott,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
438,PCAR,8253,PACCAR INC,CEO,R Feight,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
439,PKG,128978,PACKAGING CORP OF AMERICA,CEO,Mark Kowlzan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
440,PARA,13714,PARAMOUNT GLOBAL,CEO,Bob Bakish,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
441,PH,8358,PARKER-HANNIFIN CORP,CEO,Tom Williams,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
442,PAYX,8402,PAYCHEX INC,CEO,Martin Mucci,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
443,PAYC,20116,PAYCOM SOFTWARE INC,CEO,Chad Richison,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
444,PYPL,24616,PAYPAL HOLDINGS INC,CEO,Dan Schulman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
445,PPL,8455,PEMBINA PIPELINE CORP,CEO,Mick Dilger,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
446,PBCT,16245,PEOPLE'S UNITED FINL INC,CEO,Jack Barnes,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
447,PEP,8479,PEPSICO INC,CEO,Ramon Laguarta,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
448,PKI,4145,PERKINELMER INC,CEO,Bob Espey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
449,PFE,8530,PFIZER INC,TMT,Freda Lewis-Hall,African American/Black,1,1,0,1,F,1,1,No,,Bermiss
450,PCG,8264,PG&E CORP,CEO,Bill Johnson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
451,PM,179621,PHILIP MORRIS INTERNATIONAL,CEO,Andre Calantzopoulos,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
452,PSX,170841,PHILLIPS 66,CEO,Greg Garland,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
453,PNW,1075,PINNACLE WEST CAPITAL CORP,CEO,Jeff Guldner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
454,PXD,14359,PIONEER NATURAL RESOURCES CO,CEO,Scott Sheffield,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
455,PNC,8245,PNC FINANCIAL SVCS GROUP INC,CEO,William Demchak,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
456,POOL,61420,POOL CORP,CEO,Pete Arvan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
457,PPG,8247,PPG INDUSTRIES INC,CEO,Michael McGarry,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
458,PPL,8455,PPL CORP,CEO,Bill Spence,Caucasian/White,0,,0,0,M,0,0,Yes,Retired in 6/1/2020,BoardEx
459,PPL,8455,PPL CORP,CEO,Vincent Sorgi,Caucasian/White,0,,0,0,M,0,0,Yes,Started in 6/1/2020,manually added
460,TROW,12138,PRICE (T. ROWE) GROUP,CEO,Bill Stromberg,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
461,TROW,12138,PRICE (T. ROWE) GROUP,CEO,William Stromberg,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
462,PFG,145701,PRINCIPAL FINANCIAL GRP INC,CEO,Dan Houston,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
463,PG,8762,PROCTER & GAMBLE CO,CEO,David Taylor,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
464,PG,8762,PROCTER & GAMBLE CO,TMT,John Begeman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
465,PGR,13341,PROGRESSIVE CORP-OHIO,CEO,Tricia Griffith,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
466,PLD,29984,PROLOGIS INC,CEO,Hamid Moghadam,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
467,PRU,143356,PRUDENTIAL FINANCIAL INC,CEO,Charlie Lowrey Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
468,PEG,8810,PUBLIC SERVICE ENTRP GRP INC,CEO,Doctor Ralph Izzo,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
469,PSA,10096,PUBLIC STORAGE,CEO,Joe Russell Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
470,PHM,8823,PULTEGROUP INC,CEO,Ryan Marshall,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
471,PVH,8551,PVH CORP,CEO,Manny Chirico,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
472,QRVO,64853,QORVO INC,CEO,Bob Bruggeworth,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
473,QCOM,24800,QUALCOMM INC,CEO Emeritus,Doctor Irwin Jacobs,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
474,QCI,24800,QUALCOMM INC,CEO,Steve Mollenkopf,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
475,PWR,66446,QUANTA SERVICES INC,CEO,Duke Austin Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
476,DGX,64166,QUEST DIAGNOSTICS INC,CEO,Steve Rusckowski,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
477,RL,64891,RALPH LAUREN CORP,TMT,David Lauren,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
478,RL,64891,RALPH LAUREN CORP,CEO,Patrice Louvet,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
479,RL,64891,RALPH LAUREN CORP,TMT,Ralph Lauren,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
480,RJF,8898,RAYMOND JAMES FINANCIAL INC,CEO,Paul Reilly,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
481,RTN,8972,RAYTHEON CO,CEO,Hansel Tookes,African American/Black,1,1,0,1,M,0,1,No,,Bermiss
482,O,30822,REALTY INCOME CORP,CEO,Sumit Roy,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
483,RHT,122841,RED HAT INC,CEO,Doctor Lisa Crossley,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
484,REG,29099,REGENCY CENTERS CORP,CEO,John Black,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
485,REGN,23812,REGENERON PHARMACEUTICALS,CEO,Doctor Len Schleifer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
486,RF,4674,REGIONS FINANCIAL CORP,CEO,John Turner Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
487,RSG,112168,REPUBLIC SERVICES INC,CEO,Don Slager,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
488,RMD,31887,RESMED INC,CEO,Mick Farrell,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
489,RHI,2312,ROBERT HALF INTL INC,TMT,Harold Messmer Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
490,RHI,2312,ROBERT HALF INTL INC,CEO,Michael Waddell,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
491,ROK,9203,ROCKWELL AUTOMATION,CEO,Blake Moret,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
492,ROL,9225,ROLLINS INC,CEO,Gary Rollins,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
493,ROL,9225,ROLLINS INC,TMT,Richard Rollins Sr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
494,ROP,24925,ROPER TECHNOLOGIES INC,CEO,Laurence Hunn,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
495,ROST,9248,ROSS STORES INC,CEO,Barbara Rentler,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
496,RCL,28191,ROYAL CARIBBEAN GROUP,CEO,Richard Fain,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
497,SPGI,7163,S&P GLOBAL INC,CEO,Doug Peterson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
498,CRM,,"SALESFORCE, INC.",TMT,Robin Washington,African American/Black,1,,0,1,F,1,1,Yes,,manually added
499,SBAC,121382,SBA COMMUNICATIONS CORP,CEO,Jeff Stoops,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
500,SLB,9465,SCHLUMBERGER LTD,CEO,Olivier Le Peuch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
501,SCHW,13988,SCHWAB (CHARLES) CORP,TMT,Chuck Schwab Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
502,SCHW,13988,SCHWAB (CHARLES) CORP,CEO,Walt Bettinger II,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
503,SEE,9555,SEALED AIR CORP,CEO,Ted Doheny II,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
504,SRE,8272,SEMPRA ENERGY,CEO,Donald Felsinger,Caucasian/White,0,0,0,0,M,0,0,No,,Bermiss
505,NOW,171007,SERVICENOW INC,CEO,Bill McDermott,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
506,SHW,9667,SHERWIN-WILLIAMS CO,CEO,John Morikis,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
507,SPG,29389,SIMON PROPERTY GROUP INC,CEO,David Simon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
508,SPG,29389,SIMON PROPERTY GROUP INC,TMT,Richard Sokolov,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
509,SWKS,1327,SKYWORKS SOLUTIONS INC,CEO,Liam Griffin,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
510,SLG,65290,SL GREEN REALTY CORP,CEO,Marc Holliday,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
511,AOS,9771,SMITH (A.O.),TMT,Ajita Rajendra,Asian/South Asian,0,,0,1,M,0,0,No,,BoardEx
512,AOS,9771,SMITH (A.O.),CEO,Kevin Wheeler,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
513,SJM,9777,SMUCKER (JM) CO,CEO,Mark Smucker,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
514,SJM,9777,SMUCKER (JM) CO,TMT,Richard Smucker,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
515,SNA,9778,SNAP-ON INC,CEO,Nick Pinchuk,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
516,SO,,SOUTHERN CO,CEO,Tom Fanning,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
517,LUV,9882,SOUTHWEST AIRLINES,CEO,Gary Kelly,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
518,SPG,29389,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),CEO (Co-CEO),Andrew Clark,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
519,SPG,29389,SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023),CEO (Co-CEO),Jason Sparaga,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
520,SWK,10016,STANLEY BLACK & DECKER INC,CEO,Jim Loree,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
521,SBUX,25434,STARBUCKS CORP,CEO,Kevin Johnson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
522,SYK,10115,STRYKER CORP,CEO,Kevin Lobo,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
523,SYF,20686,SYNCHRONY FINANCIAL,CEO,Margaret Keane,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
524,SNPS,24975,SYNOPSYS INC,CEO (Co-CEO),Doctor Aart De Geus,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
525,SNPS,24975,SYNOPSYS INC,CEO (Co-CEO),Doctor Chi-Foon Chan,Asian/Chinese,0,,0,1,M,0,0,Yes,,BoardEx
526,TTWO,64630,TAKE-TWO INTERACTIVE SFTWR,CEO,Strauss Zelnick,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
527,TPR,140541,TAPESTRY INC,CEO,Jide Zeitlin,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
528,TGT,3813,TARGET CORP,CEO,Brian Cornell,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
529,TGT,3813,TARGET CORP,TMT,Laysha Ward,African American/Black,1,1,0,1,F,1,1,Yes,,Bermiss
530,TDY,126721,TELEDYNE TECHNOLOGIES INC,TMT,Professor Doctor Robert Mehrabian,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
531,TFX,10407,TELEFLEX INC,CEO,Liam Kelly,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
532,TU,9899,TELUS CORP,CEO,Darren Entwistle,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
533,TER,10453,TERADYNE INC,CEO,Mark Jagiela,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
534,TSLA,184996,TESLA INC,CEO,Elon Musk,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
535,TXN,10499,TEXAS INSTRUMENTS INC,CEO,Rich Templeton,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
536,TXT,10519,TEXTRON INC,CEO,Scott Donnelly,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
537,TMO,10530,THERMO FISHER SCIENTIFIC INC,TMT,Delete Delete,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
538,TJX,11672,TJX COS INC (THE),TMT,Carol Meyrowitz,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
539,TJX,11672,TJX COS INC (THE),CEO,Ernie Herrman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
540,TDG,148349,TRANSDIGM GROUP INC,CEO,Doctor Kevin Stein,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
541,TDG,148349,TRANSDIGM GROUP INC,TMT,Nick Howley,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
542,TRV,62689,TRAVELERS COS INC,CEO,Alan Schnitzer,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
543,TFC,11856,TRUIST FINANCIAL CORP,CEO,Kelly King,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
544,TWTR,18872,TWITTER INC,CEO,Jack Dorsey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
545,TWTR,18872,TWITTER INC,TMT,Omid Kordestani,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
546,TYL,10789,TYLER TECHNOLOGIES INC,CEO,H Moore Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
547,TYL,10789,TYLER TECHNOLOGIES INC,TMT,John Marr Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
548,TSN,10793,TYSON FOODS INC -CL A,TMT,John Tyson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
549,TSN,10793,TYSON FOODS INC -CL A,CEO,Noel White,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
550,UDR,10894,UDR INC,CEO,Tom Toomey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
551,ULTA,178704,ULTA BEAUTY INC,CEO,Mary Dillon,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
552,UNP,10867,UNION PACIFIC CORP,TMT,Eric Butler,African American/Black,1,1,0,1,M,0,2,No,,Bermiss
553,UNP,10867,UNION PACIFIC CORP,CEO,Lance Fritz,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
554,UNP,10867,UNION PACIFIC CORP,TMT,Rhonda Ferguson,African American/Black,1,1,0,1,F,1,2,Yes,,Bermiss
555,UAL,10795,UNITED AIRLINES HOLDINGS INC,CEO,Brett Hart,African American/Black,1,1,0,1,M,0,1,Yes,Started in 5/1/2020,Bermiss
556,UAL,10795,UNITED AIRLINES HOLDINGS INC,CEO,Oscar Munoz,Hispanic/Latino,0,1,1,1,M,0,1,Yes,Retired in 5/1/2020,BoardEx
557,UPS,10920,UNITED PARCEL SERVICE INC,CEO,Carol Tome,Caucasian/White,0,0,0,0,F,1,0,Yes,Started in 6/1/2020,manually added
558,UPS,10920,UNITED PARCEL SERVICE INC,CEO,David Abney,Caucasian/White,0,0,0,0,M,0,0,Yes,Retired in 5/31/2020,BoardEx
559,URI,66065,UNITED RENTALS INC,CEO,Matt Flannery,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
560,URI,66065,UNITED RENTALS INC,TMT,William Plummer,Caucasian/White,0,1,1,0,M,0,1,No,,Bermiss
561,UNH,10903,UNITEDHEALTH GROUP INC,CEO,Dave Wichmann,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
562,UNH,10903,UNITEDHEALTH GROUP INC,TMT,Reed Tuckson,African American/Black,1,1,0,1,M,0,1,No,,Bermiss
563,UHS,11032,UNIVERSAL HEALTH SVCS INC,CEO,Alan Miller,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
564,UNM,12726,UNUM GROUP,CEO,Rick McKenney,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
565,USB,4723,US BANCORP,CEO,Andy Cecere,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
566,VAR,11115,VARIAN MEDICAL SYSTEMS INC,CEO,Dow Wilson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
567,VTR,110179,VENTAS INC,CEO,Debra Cafaro,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
568,VRSK,180652,VERISK ANALYTICS INC,CEO,Scott Stephenson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
569,VZ,,VERIZON COMMUNICATIONS INC,CEO,Hans Vestberg,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
570,VFC,11060,VF CORP,CEO,Steve Rendle,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
571,VICI,32580,VICI PROPERTIES INC,CEO,Ed Pitoniak,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
572,VMC,11228,VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021),CEO,William Trainer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
573,V,179534,VISA INC,CEO,Al Kelly Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
574,VNO,11220,VORNADO REALTY TRUST,CEO,Steve Roth,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
575,VMC,11228,VULCAN MATERIALS CO,CEO,Tom Hill,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
576,WAB,60979,WABTEC CORP,TMT,Al Neupaver,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
577,WAB,60979,WABTEC CORP,CEO,Rafael Santana,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
578,WBA,11264,WALGREENS BOOTS ALLIANCE INC,TMT,Jim Skinner,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
579,WBA,11264,WALGREENS BOOTS ALLIANCE INC,TMT,Kathleen Wilson-Thompson,African American/Black,1,1,0,1,F,1,1,Yes,,Bermiss
580,WBA,11264,WALGREENS BOOTS ALLIANCE INC,CEO,Stefano Pessina,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
581,WFC,8007,WALL FINANCIAL CORP,CEO,Bruno Wall,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
582,WM,14477,WALLBRIDGE MINING CO LTD,CEO,Marz Kord-Gharachorloo,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
583,WMT,11259,WALMART INC,CEO,Doug McMillon,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
584,WM,14477,WASTE MANAGEMENT INC,CEO,Jim Fish Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
585,WEC,11550,WEC ENERGY GROUP INC,TMT,Gale Klappa,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
586,WEC,11550,WEC ENERGY GROUP INC,CEO,Kevin Fletcher,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
587,WFC,8007,WELLS FARGO & CO,CEO,Charlie Scharf,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
588,WFC,8007,WELLS FARGO & CO,TMT,Michelle Lee,African American/Black,1,1,0,1,F,1,1,Yes,,Bermiss
589,WFC,8007,WELLS FARGO & CO,TMT,Yvette Hollingsworth Clark,African American/Black,1,1,0,1,F,1,1,Yes,,Bermiss
590,WELL,5543,WELLTOWER INC,CEO,Hamed Shahbazi,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
591,WELL,5543,WELLTOWER INC,CEO,Tom DeRosa,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
592,WST,11376,WEST PHARMACEUTICAL SVSC INC,CEO,Eric Green,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
593,WU,175263,WESTERN UNION CO,CEO,Hikmet Ersek,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
594,WRK,29830,WESTROCK CO,CEO,Steve Voorhees,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
595,WU,175263,WEYERHAEUSER CO,CEO,Devin McGranahan,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
596,WY,11456,WEYERHAEUSER CO,CEO,Devin Stockfish,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
597,WHR,11465,WHIRLPOOL CORP,CEO,Doctor Marc Bitzer,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
598,WHR,11465,WHIRLPOOL CORP,TMT,Michael Todman,African American/Black,1,1,0,1,M,0,1,No,,Bermiss
599,WMB,11506,WILLIAMS COS INC,CEO,Alan Armstrong,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
600,WYNN,149318,WYNN RESORTS LTD,CEO,Matt Maddox,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
601,XRX,11636,XEROX HOLDINGS CORP,TMT,Barry Rand,African American/Black,1,1,0,1,M,0,3,No,,Bermiss
602,XRX,11636,XEROX HOLDINGS CORP,TMT,Darrell Ford,African American/Black,1,1,0,1,M,0,3,Yes,,Bermiss
603,XRX,11636,XEROX HOLDINGS CORP,CEO,John Visentin,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
604,XRX,11636,XEROX HOLDINGS CORP,TMT,Kevin Warren,African American/Black,1,1,0,1,M,0,3,Yes,,Bermiss
605,XLNX,22325,XILINX INC,CEO,Victor Peng,Asian/Chinese,0,,0,1,M,0,0,Yes,,BoardEx
606,XYL,189491,XYLEM INC,CEO,Patrick Decker,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
607,YUM,"	12566",YUM! BRANDS INC,TMT,Mirian Graddick,African American/Black,1,1,0,1,F,1,1,Yes,,manually added
608,ZBRA,24405,ZEBRA TECHNOLOGIES CP -CL A,CEO,Anders Gustafsson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
609,ZBH,144559,ZIMMER BIOMET HOLDINGS INC,CEO,Bryan Hanson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
610,ZION,11687,ZIONS BANCORPORATION NA,CEO,Harris Simmons,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
