obs,tic,gvkey,conm_x,CrossVerified_ExecType,DirectorName,Ethnicity,Race(black),BE_fromBermissData,Actual_Bermiss_discrepancy,Minority,Gender,Female,Num_Black_TMT,Active2020,CEO_Appointment_date_within_2020,DirectorName_source
202,EFX,4423,EQUIFAX INC,CEO,Marc Rossiter,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
203,EFX,4423,EQUIFAX INC,CEO,Mark Begor,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
204,EQIX,138743,EQUINIX INC,CEO,Charles Meyers,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
205,EQIX,138743,EQUINIX INC,TMT,Peter Van Camp,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
206,EQR,28733,EQUITY RESIDENTIAL,CEO,Mark Parrell,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
207,ESS,30293,ESSEX PROPERTY TRUST,CEO,Mike Schall,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
208,EL,61567,ESTEE LAUDER COMPANIES INC,CEO,Fabrizio Freda,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
209,EL,61567,ESTEE LAUDER COMPANIES INC,TMT,Leonard Lauder,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
210,EL,61567,ESTEE LAUDER COMPANIES INC,TMT,The Hon. Ronald Lauder,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
211,EL,61567,ESTEE LAUDER COMPANIES INC,TMT,Tracey Travis,African American/Black,1,1,0,1,F,1,1,Yes,,Bermiss
212,EL,61567,ESTEE LAUDER COMPANIES INC,TMT,William Lauder,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
213,ETSY,23238,ETSY INC,CEO,Josh Silverman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
214,EVRG,6338,EVERGY INC,CEO,Terry Bassham,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
215,ES,7970,EVERSOURCE ENERGY,CEO,Jim Judge,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
216,EXC,8539,EXELON CORP,CEO,Chris Crane,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
217,EXC,8539,EXELON CORP,TMT,Frank Clark,African American/Black,1,1,0,1,M,0,1,No,,Bermiss
218,EXPD,4494,EXPEDITORS INTL WASH INC,CEO,Jeff Musser,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
219,EXR,160479,EXTRA SPACE STORAGE INC,CEO,Joe Margolis,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
220,XOM,4503,EXXON MOBIL CORP,CEO,Darren Woods,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
221,FFIV,121077,F5 INC,CEO,Francois Locoh-Donou,African American/Black,1,1,0,1,M,0,1,Yes,,BoardEx
222,FAST,14225,FASTENAL CO,CEO,Dan Florness,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
223,FRT,4605,FEDERAL REALTY INVESTMENT TR,CEO,Don Wood,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
224,FDX,4598,FEDEX CORP,CEO,Fred Smith,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
225,FIS,165993,FIDELITY NATIONAL INFO SVCS,CEO,Gary Norcross,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
226,FITB,4640,FIFTH THIRD BANCORP,CEO,Greg Carmichael,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
227,F,4839,FIORE GOLD LTD (Fiore Exploration Ltd prior to 09/2017) (De-listed 01/2022),CEO,Tim Warman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
228,FE,8099,FIRSTENERGY CORP,CEO,Chuck Jones Jr,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
229,FE,8099,FIRSTENERGY CORP,CEO,Gurm Sangha,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
230,FLT,184700,FLEETCOR TECHNOLOGIES INC,CEO,Ron Clarke,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
231,FLIR,28477,FLIR SYSTEMS INC,CEO,Jim Cannon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
232,FLS,4108,FLOWSERVE CORP,CEO,Robert Rowe,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
233,FMC,4510,FMC CORP,CEO,Doctor Pierre Brondeau,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
234,F,4839,FORD MOTOR CO,TMT,Bill Ford Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
235,F,4839,FORD MOTOR CO,CEO,Jim Hackett,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
236,FTNT,183377,FORTINET INC,CEO,Ken Xie,Asian/Chinese,0,,0,1,M,0,0,Yes,,BoardEx
237,FTV,26590,FORTIVE CORP,CEO,Jim Lico,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
238,FOXA,34636,FOX CORP,TMT,Keith Murdoch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
239,FOXA,34636,FOX CORP,CEO,Lachlan Murdoch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
240,BEN,4885,FRANKLIN RESOURCES INC,TMT,Rupert Johnson Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
241,FCX,14590,FREEPORT-MCMORAN INC,CEO,Richard Adkerson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
242,IT,12441,GARTNER INC,CEO,Gene Hall,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
243,GD,5046,GENERAL DYNAMICS CORP,CEO,Phebe Novakovic,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
244,GE,5047,GENERAL ELECTRIC CO,CEO,Larry Culp Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
245,GIS,5071,GENERAL MILLS INC,CEO,Jeff Harmening,Caucasian/White,0,0,0,0,M,0,1,Yes,,BoardEx
246,GIS,5071,GENERAL MILLS INC,TMT,Marc Belton,African American/Black,1,0,1,1,M,0,1,No,,Bermiss
247,GM,5073,GENERAL MOTORS CO,TMT,Alicia Boler Davis,African American/Black,1,1,0,1,F,1,1,Yes,,Bermiss
248,GM,5073,GENERAL MOTORS CO,CEO,Mary Barra,Caucasian/White,0,1,1,0,F,1,1,Yes,,BoardEx
249,GPC,5125,GENUINE PARTS CO,CEO,Paul Donahue,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
250,GPJA,9850,GEORGIA POWER CO,CEO,Christopher Womack,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
251,GILD,24856,GILEAD SCIENCES INC,CEO,Daniel O'Day,Caucasian/White,0,0,0,0,M,0,1,Yes,,Bermiss
252,GILD,24856,GILEAD SCIENCES INC,TMT,Robin Washington,African American/Black,1,0,1,1,F,1,1,Yes,,Bermiss
253,GPN,141913,GLOBAL PAYMENTS INC,CEO,Jeff Sloan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
254,GL,10614,GLOBE LIFE INC,CEO (Co-CEO),Gary Coleman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
255,GL,10614,GLOBE LIFE INC,CEO (Co-CEO),Larry Hutchison,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
256,GS,114628,GOLDMAN SACHS GROUP INC,CEO,David Solomon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
257,GWW,5256,GRAINGER (W W) INC,CEO,DG Macpherson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
258,HAL,5439,HALLIBURTON CO,CEO,Jeff Miller,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
259,HBI,175319,HANESBRANDS INC,CEO,Gerald Evans Jr,African American/Black,1,1,0,1,M,0,2,Yes,,BoardEx
260,HBI,175319,HANESBRANDS INC,TMT,Joia Johnson,African American/Black,1,1,0,1,F,1,2,Yes,,Bermiss
261,HIG,61739,HARTFORD FINANCIAL SERVICES,CEO,Chris Swift,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
262,HAS,5518,HASBRO INC,CEO,Brian Goldner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
263,HCA,22260,HCA HEALTHCARE INC,CEO,Sam Hazen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
264,JKHY,11811,HENRY (JACK) & ASSOCIATES,CEO,Dave Foss,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
265,HSIC,61494,HENRY SCHEIN INC,TMT,Jim Breslawski,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
266,HSIC,61494,HENRY SCHEIN INC,CEO,Stan Bergman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
267,HSY,5597,HERSHEY CO,CEO,Michele Buck,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
268,HES,1380,HESS CORP,CEO,John Hess,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
269,HPE,26156,HEWLETT PACKARD ENTERPRISE,CEO,Antonio Neri,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
270,HLT,5643,HILTON WORLDWIDE HOLDINGS,CEO,Chris Nassetta,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
271,HLT,5643,HILTON WORLDWIDE HOLDINGS,TMT,Gregory Dillon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
272,HOLX,20904,HOLOGIC INC,CEO,Steve MacMillan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
273,HD,5680,HOME DEPOT INC,TMT,Ann-Marie Campbell,African American/Black,1,1,0,1,F,1,3,Yes,,Bermiss
274,HD,5680,HOME DEPOT INC,CEO,Craig Menear,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
275,HD,5680,HOME DEPOT INC,TMT,Marvin Ellison,African American/Black,1,1,0,1,M,0,3,Yes,,Bermiss
276,HD,5680,HOME DEPOT INC,TMT,Teresa Wynn Roseborough,African American/Black,1,1,0,1,F,1,3,Yes,,Bermiss
277,HON,1300,HONEYWELL INTERNATIONAL INC,CEO,Darius Adamczyk,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
278,HON,,HONEYWELL INTERNATIONAL INC,TMT,Robin Washington,African American/Black,1,,0,1,F,1,1,Yes,,manually added
279,HRL,5709,HORMEL FOODS CORP,CEO,Jim Snee,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
280,HST,7063,HOST HOTELS & RESORTS INC,TMT,Dick Marriott,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
281,HST,7063,HOST HOTELS & RESORTS INC,CEO,Jim Risoleo,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
282,HPQ,,HP INC,CEO,Enrique Lores,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
283,HPQ,,HPQ SILICON INC (HPQ Silicon Resources Inc prior to 07/2022),CEO,Bernard Tourillon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
284,HUM,27914,HUMANA INC,CEO,Bruce Broussard,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
285,JBHT,5783,HUNT (JB) TRANSPRT SVCS INC,TMT,James Thompson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
286,JBHT,5783,HUNT (JB) TRANSPRT SVCS INC,CEO,John Roberts III,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
287,HBAN,5786,HUNTINGTON BANCSHARES,CEO,Steve Steinour,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
288,HII,186310,HUNTINGTON INGALLS IND INC,TMT,Kellye Walker,African American/Black,1,1,0,1,F,1,1,Yes,,Bermiss
289,HII,186310,HUNTINGTON INGALLS IND INC,TMT,Michael Smith,Caucasian/White,0,1,1,0,M,0,2,Yes,,Bermiss
290,HII,186310,HUNTINGTON INGALLS IND INC,CEO,Mike Petters,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
291,IAU,8762,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),CEO,Ewan Downie,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
292,IDXX,24197,IDEXX LABS INC,CEO,Jonathan Mazelsky,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
293,ITW,5878,ILLINOIS TOOL WORKS,CEO,Ernest Santi,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
294,ILMN,138205,ILLUMINA INC,CEO,Francis DeSouza,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
295,INCY,29127,INCYTE CORP,CEO,Herve Hoppenot,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
296,IR,30098,INGERSOLL RAND INC,CEO,Mike Lamach,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
297,IR,30098,INGERSOLL RAND INC,CEO,Vicente Reynal,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
298,PODD,177227,INSULET CORP,CEO,Shacey Petrovic,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
299,INTC,6008,INTEL CORP,CEO,Bob Swan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
300,ICE,163610,INTERCONTINENTAL EXCHANGE,CEO,Jeff Sprecher,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
301,ICE,163610,INTERCONTINENTAL EXCHANGE,CEO,Joey St-Aubin,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
302,IPG,6136,INTERPUBLIC GROUP OF COS,CEO,Michael Roth,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
303,IFF,6078,INTL FLAVORS & FRAGRANCES,CEO,Andreas Fibig,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
304,IP,6104,INTL PAPER CO,CEO,Alen Silverrstieen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
305,IP,6104,INTL PAPER CO,CEO,Mark Sutton,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
306,INTU,27928,INTUIT INC,TMT,Brad Smith,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
307,INTU,27928,INTUIT INC,CEO,Sasan Goodarzi,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
308,ISRG,136725,INTUITIVE SURGICAL INC,CEO,Doctor Gary Guthart,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
309,IVZ,29804,INVESCO LTD,CEO,Marty Flanagan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
310,INVH,30004,INVITATION HOMES INC,CEO,Dallas Tanner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
311,IPGP,175955,IPG PHOTONICS CORP,CEO,Doctor Valentin Gapontsev,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
312,IQV,17928,IQVIA HOLDINGS INC,CEO,Ari Bousbib,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
313,IRM,62374,IRON MOUNTAIN INC,CEO,Bill Meaney,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
314,J,6216,JACOBS ENGINEERING GROUP INC,CEO,Steve Demetriou,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
315,JNJ,6266,JOHNSON & JOHNSON,CEO,Alex Gorsky,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
316,JPM,2968,JPMORGAN CHASE & CO,CEO,Jamie Dimon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
317,JNPR,121718,JUNIPER NETWORKS INC,CEO,Rami Rahim,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
318,KSU,6335,KANSAS CITY SOUTHERN,CEO,Pat Ottensmeyer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
319,K,6375,KELLOGG CO,CEO,J Rollinson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
320,K,6375,KELLOGG CO,CEO,Steve Cahillane,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
321,KDP,28877,KEURIG DR PEPPER INC,CEO,Bob Gamgort Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
322,KEY,9783,KEYCORP,CEO,Beth Mooney,Caucasian/White,0,1,1,0,F,1,2,Yes,,BoardEx
323,KEY,9783,KEYCORP,TMT,Jeffrey Weaver,Caucasian/White,0,1,1,0,M,0,2,Yes,,Bermiss
324,KEY,9783,KEYCORP,TMT,Paul Harris,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
325,KEYS,20232,KEYSIGHT TECHNOLOGIES INC,CEO,Ron Nersesian,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
326,KIM,24731,KIMCO REALTY CORP,CEO,Conor Flynn,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
327,KIM,24731,KIMCO REALTY CORP,TMT,Milton Cooper,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
328,KMI,6310,KINDER MORGAN INC,TMT,Rich Kinder,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
329,KMI,6310,KINDER MORGAN INC,CEO,Steve Kean,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
330,KLAC,6304,KLA CORP,CEO,Rick Wallace,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
331,KR,6502,KROGER CO,CEO,William McMullen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
332,LHX,5492,L3HARRIS TECHNOLOGIES INC,CEO,Bill Brown,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
333,LHX,5492,L3HARRIS TECHNOLOGIES INC,TMT,Chris Kubasik,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
334,LH,14960,LABORATORY CP OF AMER HLDGS,CEO,Adam Schechter,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
335,LH,14960,LABORATORY CP OF AMER HLDGS,TMT,Dave King,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
336,LRCX,6565,LAM RESEARCH CORP,CEO,Tim Archer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
337,LW,28790,LAMB WESTON HOLDINGS INC,CEO,Tom Werner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
338,LVS,161844,LAS VEGAS SANDS CORP,CEO,Sheldon Adelson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
339,LDOS,165123,LEIDOS HOLDINGS INC,CEO,Roger Krone,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
340,LEN,6669,LENNAR CORP,CEO,Rick Beckwitt,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
341,LEN,6669,LENNAR CORP,TMT,Stuart Miller,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
342,LWRK,7585,LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022),CEO,Stephen Liptrap,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
343,LLY,6730,LILLY (ELI) & CO,CEO,Dave Ricks,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
344,LLY,6730,LILLY (ELI) & CO,CEO,Derica Rice,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
345,LNC,6742,LINCOLN NATIONAL CORP,CEO,Dennis Glass,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
346,LYV,165746,LIVE NATION ENTERTAINMENT,CEO,Michael Rapino,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
347,LKQ,155394,LKQ CORP,TMT,Joe Holsten,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
348,LKQ,155394,LKQ CORP,CEO,Nick Zarcone,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
349,LMT,6774,LOCKHEED MARTIN CORP,TMT,Linda Gooden,African American/Black,1,1,0,1,F,1,1,No,,Bermiss
350,LMT,6774,LOCKHEED MARTIN CORP,CEO,Marillyn Hewson,Caucasian/White,0,1,1,0,F,1,1,Yes,,BoardEx
351,L,6781,LOEWS CORP,TMT,Andrew Tisch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
352,L,6781,LOEWS CORP,TMT,Galen Weston Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
353,L,6781,LOEWS CORP,CEO,Jim Tisch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
354,L,6781,LOEWS CORP,TMT,Jon Tisch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
355,LUMN,2884,LUMEN TECHNOLOGIES INC,CEO,Jeff Storey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
356,LYB,294524,LYONDELLBASELL INDUSTRIES NV,CEO,Bob Patel,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
357,MTB,4699,M & T BANK CORP,CEO,Rene Jones,African American/Black,1,1,0,1,M,0,1,Yes,,BoardEx
358,MRO,7017,MARATHON OIL CORP,CEO,Lee Tillman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
359,MPC,186989,MARATHON PETROLEUM CORP,CEO,Marvin Haasen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
360,MKTX,158742,MARKETAXESS HOLDINGS INC,CEO,Rick McVey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
361,MAR,28930,MARRIOTT INTL INC,CEO,Arne Sorenson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
362,MAR,28930,MARRIOTT INTL INC,TMT,Bill Marriott Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
363,MMC,7065,MARSH & MCLENNAN COS,CEO,Dan Glaser,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
364,MMC,7065,MARSH & MCLENNAN COS,CEO,Dean Klisura,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
365,MLM,29733,MARTIN MARIETTA MATERIALS,CEO,Ward Nye,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
366,MAS,7085,MASCO CORP,CEO,Keith Allman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
367,MTCH,26061,MATCH GROUP INC,TMT,Barry Diller,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
368,MTCH,26061,MATCH GROUP INC,CEO,Joey Levin,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
369,MTCH,26061,MATCH GROUP INC,TMT,Victor Kaufman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
370,MXIM,14256,MAXIM INTEGRATED PRODUCTS,CEO,Tunc Doluca,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
371,MKC,7146,MCCORMICK & CO INC,CEO,Lawrence Kurzius,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
372,MCD,7154,MCDONALD'S CORP,CEO,Chris Kempczinski,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
373,MCD,7154,MCDONALD'S CORP,CEO,Donald Thompson,African American/Black,1,1,0,1,M,0,2,Yes,,Bermiss
374,MCD,7154,MCDONALD'S CORP,TMT,Raymond Mines,African American/Black,1,1,0,1,M,0,2,No,,Bermiss
375,MCK,7171,MCKESSON CORP,CEO,Doctor Brian Tyler,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
376,MRK,7257,MERCK & CO,TMT,Bridgette Heller,African American/Black,1,1,0,1,F,1,3,No,,Bermiss
377,MRK,7257,MERCK & CO,CEO,Ken Frazier,African American/Black,1,1,0,1,F,1,3,Yes,,BoardEx
378,MRK,7257,MERCK & CO,TMT,Willie Deese,African American/Black,1,1,0,1,M,0,3,No,,Bermiss
379,MRK,7257,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),TMT,Mirian Graddick,African American/Black,1,1,0,1,F,1,1,No,,manually added
380,META,170617,META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020),CEO,Mark Goliger,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
381,META,170617,META PLATFORMS INC,CEO,Mark Zuckerberg,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
382,MET,133768,METLIFE INC,CEO,Michel Khalaf,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
383,MTD,65772,METTLER-TOLEDO INTL INC,CEO,Olivier Filliol,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
384,MCHP,27965,MICROCHIP TECHNOLOGY INC,CEO,Steve Sanghi,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
385,MU,7343,MICRON TECHNOLOGY INC,TMT,K Hsu,Asian/Chinese,0,,0,1,M,0,0,Yes,,BoardEx
386,MU,7343,MICRON TECHNOLOGY INC,CEO,Sanjay Mehrotra,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
387,MSFT,12141,MICROSOFT CORP,CEO,Satya Nadella,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
388,MAA,29649,MID-AMERICA APT CMNTYS INC,CEO,H Bolton Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
389,MGHCF,7435,MINCO CAPITAL CORP,CEO,Doctor Ken Cai,Asian,0,,0,1,M,0,0,Yes,,BoardEx
390,MRNA,34410,MODERNA INC,CEO,Stephane Bancel,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
391,MHK,25119,MOHAWK INDUSTRIES INC,CEO,Jeff Lorberbaum,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
392,TAP,3505,MOLSON COORS BEVERAGE CO,CEO,Gavin Hattersley,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
393,MDLZ,142953,MONDELEZ INTERNATIONAL INC,CEO,Doctor Dirk van de Put,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
394,MDLZ,142953,MONDELEZ INTERNATIONAL INC,TMT,Mary Beth West,Caucasian/White,0,1,1,0,F,1,1,No,,Bermiss
395,MNST,24316,MONSTER BEVERAGE CORP,TMT,Hilton Schlosberg,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
396,MNST,24316,MONSTER BEVERAGE CORP,CEO,Rodney Sacks,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
397,MCO,139665,MOODY'S CORP,CEO,Raymond McDaniel Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
398,MS,12124,MORGAN STANLEY,CEO,James Gorman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
399,MOS,162129,MOSAIC CO,CEO,Joc O'Rourke,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
400,MSI,7585,MOTOROLA SOLUTIONS INC,CEO,Greg Brown,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
401,MSCI,178507,MSCI INC,CEO,Henry Fernandez,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
402,NDAQ,149337,NASDAQ INC,CEO,Adena Friedman,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
403,NTAP,61591,NETAPP INC,CEO,George Kurian,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
404,NFLX,147579,NETFLIX INC,CEO,Wilmot Hastings Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
405,NWL,7875,NEWELL BRANDS INC,CEO,Ravi Saligram,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
406,NEM,7881,NEWMONT CORP,CEO,Tom Palmer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
