obs,tic,gvkey,conm_x,CrossVerified_ExecType,DirectorName,Ethnicity,Race(black),BE_fromBermissData,Actual_Bermiss_discrepancy,Minority,Gender,Female,Num_Black_TMT,Active2020,CEO_Appointment_date_within_2020,DirectorName_source
197,GS,114628,GOLDMAN SACHS GROUP INC,CEO,David Solomon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
198,GWW,5256,GRAINGER (W W) INC,CEO,DG Macpherson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
199,HAL,5439,HALLIBURTON CO,CEO,Jeff Miller,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
200,HBI,175319,HANESBRANDS INC,CEO,Gerald Evans Jr,African American/Black,1,1,0,1,M,0,2,Yes,,BoardEx
201,HIG,61739,HARTFORD FINANCIAL SERVICES,CEO,Chris Swift,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
202,HAS,5518,HASBRO INC,CEO,Brian Goldner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
203,HCA,22260,HCA HEALTHCARE INC,CEO,Sam Hazen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
204,JKHY,11811,HENRY (JACK) & ASSOCIATES,CEO,Dave Foss,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
205,HSIC,61494,HENRY SCHEIN INC,CEO,Stan Bergman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
206,HSY,5597,HERSHEY CO,CEO,Michele Buck,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
207,HES,1380,HESS CORP,CEO,John Hess,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
208,HPE,26156,HEWLETT PACKARD ENTERPRISE,CEO,Antonio Neri,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
209,HLT,5643,HILTON WORLDWIDE HOLDINGS,CEO,Chris Nassetta,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
210,HOLX,20904,HOLOGIC INC,CEO,Steve MacMillan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
211,HD,5680,HOME DEPOT INC,CEO,Craig Menear,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
212,HON,1300,HONEYWELL INTERNATIONAL INC,CEO,Darius Adamczyk,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
213,HRL,5709,HORMEL FOODS CORP,CEO,Jim Snee,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
214,HST,7063,HOST HOTELS & RESORTS INC,CEO,Jim Risoleo,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
215,HPQ,,HP INC,CEO,Enrique Lores,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
216,HPQ,,HPQ SILICON INC (HPQ Silicon Resources Inc prior to 07/2022),CEO,Bernard Tourillon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
217,HUM,27914,HUMANA INC,CEO,Bruce Broussard,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
218,JBHT,5783,HUNT (JB) TRANSPRT SVCS INC,CEO,John Roberts III,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
219,HBAN,5786,HUNTINGTON BANCSHARES,CEO,Steve Steinour,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
220,HII,186310,HUNTINGTON INGALLS IND INC,CEO,Mike Petters,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
221,IAU,8762,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),CEO,Ewan Downie,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
222,IDXX,24197,IDEXX LABS INC,CEO,Jonathan Mazelsky,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
223,ITW,5878,ILLINOIS TOOL WORKS,CEO,Ernest Santi,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
224,ILMN,138205,ILLUMINA INC,CEO,Francis DeSouza,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
225,INCY,29127,INCYTE CORP,CEO,Herve Hoppenot,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
226,IR,30098,INGERSOLL RAND INC,CEO,Mike Lamach,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
227,IR,30098,INGERSOLL RAND INC,CEO,Vicente Reynal,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
228,PODD,177227,INSULET CORP,CEO,Shacey Petrovic,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
229,INTC,6008,INTEL CORP,CEO,Bob Swan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
230,ICE,163610,INTERCONTINENTAL EXCHANGE,CEO,Jeff Sprecher,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
231,ICE,163610,INTERCONTINENTAL EXCHANGE,CEO,Joey St-Aubin,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
232,IPG,6136,INTERPUBLIC GROUP OF COS,CEO,Michael Roth,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
233,IFF,6078,INTL FLAVORS & FRAGRANCES,CEO,Andreas Fibig,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
234,IP,6104,INTL PAPER CO,CEO,Alen Silverrstieen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
235,IP,6104,INTL PAPER CO,CEO,Mark Sutton,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
236,INTU,27928,INTUIT INC,CEO,Sasan Goodarzi,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
237,ISRG,136725,INTUITIVE SURGICAL INC,CEO,Doctor Gary Guthart,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
238,IVZ,29804,INVESCO LTD,CEO,Marty Flanagan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
239,INVH,30004,INVITATION HOMES INC,CEO,Dallas Tanner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
240,IPGP,175955,IPG PHOTONICS CORP,CEO,Doctor Valentin Gapontsev,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
241,IQV,17928,IQVIA HOLDINGS INC,CEO,Ari Bousbib,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
242,IRM,62374,IRON MOUNTAIN INC,CEO,Bill Meaney,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
243,J,6216,JACOBS ENGINEERING GROUP INC,CEO,Steve Demetriou,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
244,JNJ,6266,JOHNSON & JOHNSON,CEO,Alex Gorsky,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
245,JPM,2968,JPMORGAN CHASE & CO,CEO,Jamie Dimon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
246,JNPR,121718,JUNIPER NETWORKS INC,CEO,Rami Rahim,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
247,KSU,6335,KANSAS CITY SOUTHERN,CEO,Pat Ottensmeyer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
248,K,6375,KELLOGG CO,CEO,J Rollinson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
249,K,6375,KELLOGG CO,CEO,Steve Cahillane,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
250,KDP,28877,KEURIG DR PEPPER INC,CEO,Bob Gamgort Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
251,KEY,9783,KEYCORP,CEO,Beth Mooney,Caucasian/White,0,1,1,0,F,1,2,Yes,,BoardEx
252,KEYS,20232,KEYSIGHT TECHNOLOGIES INC,CEO,Ron Nersesian,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
253,KIM,24731,KIMCO REALTY CORP,CEO,Conor Flynn,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
254,KMI,6310,KINDER MORGAN INC,CEO,Steve Kean,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
255,KLAC,6304,KLA CORP,CEO,Rick Wallace,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
256,KR,6502,KROGER CO,CEO,William McMullen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
257,LHX,5492,L3HARRIS TECHNOLOGIES INC,CEO,Bill Brown,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
258,LH,14960,LABORATORY CP OF AMER HLDGS,CEO,Adam Schechter,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
259,LRCX,6565,LAM RESEARCH CORP,CEO,Tim Archer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
260,LW,28790,LAMB WESTON HOLDINGS INC,CEO,Tom Werner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
261,LVS,161844,LAS VEGAS SANDS CORP,CEO,Sheldon Adelson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
262,LDOS,165123,LEIDOS HOLDINGS INC,CEO,Roger Krone,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
263,LEN,6669,LENNAR CORP,CEO,Rick Beckwitt,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
264,LWRK,7585,LIFEWORKS INC (Morneau Shepell Inc prior to 05/2021) (De-listed 09/2022),CEO,Stephen Liptrap,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
265,LLY,6730,LILLY (ELI) & CO,CEO,Dave Ricks,Caucasian/White,0,1,1,0,M,0,3,Yes,,BoardEx
266,LLY,6730,LILLY (ELI) & CO,CEO,Derica Rice,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
267,LNC,6742,LINCOLN NATIONAL CORP,CEO,Dennis Glass,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
268,LYV,165746,LIVE NATION ENTERTAINMENT,CEO,Michael Rapino,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
269,LKQ,155394,LKQ CORP,CEO,Nick Zarcone,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
270,LMT,6774,LOCKHEED MARTIN CORP,CEO,Marillyn Hewson,Caucasian/White,0,1,1,0,F,1,1,Yes,,BoardEx
271,L,6781,LOEWS CORP,CEO,Jim Tisch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
272,LUMN,2884,LUMEN TECHNOLOGIES INC,CEO,Jeff Storey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
273,LYB,294524,LYONDELLBASELL INDUSTRIES NV,CEO,Bob Patel,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
274,MTB,4699,M & T BANK CORP,CEO,Rene Jones,African American/Black,1,1,0,1,M,0,1,Yes,,BoardEx
275,MRO,7017,MARATHON OIL CORP,CEO,Lee Tillman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
276,MPC,186989,MARATHON PETROLEUM CORP,CEO,Marvin Haasen,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
277,MKTX,158742,MARKETAXESS HOLDINGS INC,CEO,Rick McVey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
278,MAR,28930,MARRIOTT INTL INC,CEO,Arne Sorenson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
279,MMC,7065,MARSH & MCLENNAN COS,CEO,Dan Glaser,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
280,MMC,7065,MARSH & MCLENNAN COS,CEO,Dean Klisura,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
281,MLM,29733,MARTIN MARIETTA MATERIALS,CEO,Ward Nye,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
282,MAS,7085,MASCO CORP,CEO,Keith Allman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
283,MTCH,26061,MATCH GROUP INC,CEO,Joey Levin,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
284,MXIM,14256,MAXIM INTEGRATED PRODUCTS,CEO,Tunc Doluca,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
285,MKC,7146,MCCORMICK & CO INC,CEO,Lawrence Kurzius,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
286,MCD,7154,MCDONALD'S CORP,CEO,Chris Kempczinski,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
287,MCD,7154,MCDONALD'S CORP,CEO,Donald Thompson,African American/Black,1,1,0,1,M,0,2,Yes,,Bermiss
288,MCK,7171,MCKESSON CORP,CEO,Doctor Brian Tyler,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
289,MRK,7257,MERCK & CO,CEO,Ken Frazier,African American/Black,1,1,0,1,F,1,3,Yes,,BoardEx
290,META,170617,META GROWTH CORP (National Access Cannabis Corp prior to 03/2020) (De-listed 11/2020),CEO,Mark Goliger,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
291,META,170617,META PLATFORMS INC,CEO,Mark Zuckerberg,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
292,MET,133768,METLIFE INC,CEO,Michel Khalaf,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
293,MTD,65772,METTLER-TOLEDO INTL INC,CEO,Olivier Filliol,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
294,MCHP,27965,MICROCHIP TECHNOLOGY INC,CEO,Steve Sanghi,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
295,MU,7343,MICRON TECHNOLOGY INC,CEO,Sanjay Mehrotra,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
296,MSFT,12141,MICROSOFT CORP,CEO,Satya Nadella,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
297,MAA,29649,MID-AMERICA APT CMNTYS INC,CEO,H Bolton Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
298,MGHCF,7435,MINCO CAPITAL CORP,CEO,Doctor Ken Cai,Asian,0,,0,1,M,0,0,Yes,,BoardEx
299,MRNA,34410,MODERNA INC,CEO,Stephane Bancel,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
300,MHK,25119,MOHAWK INDUSTRIES INC,CEO,Jeff Lorberbaum,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
301,TAP,3505,MOLSON COORS BEVERAGE CO,CEO,Gavin Hattersley,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
302,MDLZ,142953,MONDELEZ INTERNATIONAL INC,CEO,Doctor Dirk van de Put,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
303,MNST,24316,MONSTER BEVERAGE CORP,CEO,Rodney Sacks,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
304,MCO,139665,MOODY'S CORP,CEO,Raymond McDaniel Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
305,MS,12124,MORGAN STANLEY,CEO,James Gorman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
306,MOS,162129,MOSAIC CO,CEO,Joc O'Rourke,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
307,MSI,7585,MOTOROLA SOLUTIONS INC,CEO,Greg Brown,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
308,MSCI,178507,MSCI INC,CEO,Henry Fernandez,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
309,NDAQ,149337,NASDAQ INC,CEO,Adena Friedman,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
310,NTAP,61591,NETAPP INC,CEO,George Kurian,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
311,NFLX,147579,NETFLIX INC,CEO,Wilmot Hastings Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
312,NWL,7875,NEWELL BRANDS INC,CEO,Ravi Saligram,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
313,NEM,7881,NEWMONT CORP,CEO,Tom Palmer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
314,NWSA,18043,NEWS CORP,CEO,Robert Thomson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
315,NEE,4517,NEXTERA ENERGY INC,CEO,Jim Robo,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
316,NLSN,100873,NIELSEN HOLDINGS PLC,CEO,David Kenny,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
317,NI,7974,NISOURCE INC,CEO,Joe Hamrock,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
318,NSC,7923,NORFOLK SOUTHERN CORP,CEO,Jim Squires,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
319,NTRS,7982,NORTHERN TRUST CORP,CEO,Mike O'Grady,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
320,NOC,7985,NORTHROP GRUMMAN CORP,CEO,Kathy Warden,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
321,NLOK,15855,NORTONLIFELOCK INC,CEO,John Thompson,African American/Black,1,1,0,1,M,0,1,Yes,,Bermiss
322,NCLH,104432,NORWEGIAN CRUISE LINE HLDGS,CEO,Frank Del Rio,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
323,NOV,63892,NOV INC,CEO,Clay Williams,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
324,NRG,135990,NRG ENERGY INC,CEO,Mauricio Gutierrez,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
325,NVDA,117768,NVIDIA CORP,CEO,Jensen Huang,Asian/Taiwanese,0,,0,1,M,0,0,Yes,,BoardEx
326,OXY,8068,OCCIDENTAL PETROLEUM CORP,CEO,Vicki Hollub,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
327,ODFL,24617,OLD DOMINION FREIGHT,CEO,Greg Gantt,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
328,OMC,4066,OMNICOM GROUP INC,CEO,John Wren III,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
329,ON,134932,ON SEMICONDUCTOR CORP,CEO,Keith Jackson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
330,OKE,8151,ONEOK INC,CEO,Terry Spencer,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
331,ORCL,12142,ORACLE CORP,CEO,Safra Catz,Caucasian/White,0,1,1,0,F,1,1,Yes,,BoardEx
332,OGN,38821,ORGANON & CO,CEO,Paddy Nicol,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
333,PCAR,8253,PACCAR INC,CEO,R Feight,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
334,PKG,128978,PACKAGING CORP OF AMERICA,CEO,Mark Kowlzan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
335,PARA,13714,PARAMOUNT GLOBAL,CEO,Bob Bakish,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
336,PH,8358,PARKER-HANNIFIN CORP,CEO,Tom Williams,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
337,PAYX,8402,PAYCHEX INC,CEO,Martin Mucci,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
338,PAYC,20116,PAYCOM SOFTWARE INC,CEO,Chad Richison,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
339,PYPL,24616,PAYPAL HOLDINGS INC,CEO,Dan Schulman,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
340,PPL,8455,PEMBINA PIPELINE CORP,CEO,Mick Dilger,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
341,PBCT,16245,PEOPLE'S UNITED FINL INC,CEO,Jack Barnes,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
342,PEP,8479,PEPSICO INC,CEO,Ramon Laguarta,Hispanic/Latino,0,,0,1,M,0,0,Yes,,BoardEx
343,PKI,4145,PERKINELMER INC,CEO,Bob Espey,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
344,PCG,8264,PG&E CORP,CEO,Bill Johnson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
345,PM,179621,PHILIP MORRIS INTERNATIONAL,CEO,Andre Calantzopoulos,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
346,PSX,170841,PHILLIPS 66,CEO,Greg Garland,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
347,PNW,1075,PINNACLE WEST CAPITAL CORP,CEO,Jeff Guldner,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
348,PXD,14359,PIONEER NATURAL RESOURCES CO,CEO,Scott Sheffield,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
349,PNC,8245,PNC FINANCIAL SVCS GROUP INC,CEO,William Demchak,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
350,POOL,61420,POOL CORP,CEO,Pete Arvan,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
351,PPG,8247,PPG INDUSTRIES INC,CEO,Michael McGarry,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
352,PPL,8455,PPL CORP,CEO,Bill Spence,Caucasian/White,0,,0,0,M,0,0,Yes,Retired in 6/1/2020,BoardEx
353,PPL,8455,PPL CORP,CEO,Vincent Sorgi,Caucasian/White,0,,0,0,M,0,0,Yes,Started in 6/1/2020,manually added
354,TROW,12138,PRICE (T. ROWE) GROUP,CEO,Bill Stromberg,Caucasian/White,0,0,0,0,M,0,0,Yes,,BoardEx
355,TROW,12138,PRICE (T. ROWE) GROUP,CEO,William Stromberg,Caucasian/White,0,0,0,0,M,0,0,Yes,,Bermiss
356,PFG,145701,PRINCIPAL FINANCIAL GRP INC,CEO,Dan Houston,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
357,PG,8762,PROCTER & GAMBLE CO,CEO,David Taylor,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
358,PGR,13341,PROGRESSIVE CORP-OHIO,CEO,Tricia Griffith,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
359,PLD,29984,PROLOGIS INC,CEO,Hamid Moghadam,Middle Eastern,0,,0,1,M,0,0,Yes,,BoardEx
360,PRU,143356,PRUDENTIAL FINANCIAL INC,CEO,Charlie Lowrey Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
361,PEG,8810,PUBLIC SERVICE ENTRP GRP INC,CEO,Doctor Ralph Izzo,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
362,PSA,10096,PUBLIC STORAGE,CEO,Joe Russell Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
363,PHM,8823,PULTEGROUP INC,CEO,Ryan Marshall,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
364,PVH,8551,PVH CORP,CEO,Manny Chirico,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
365,QRVO,64853,QORVO INC,CEO,Bob Bruggeworth,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
366,QCOM,24800,QUALCOMM INC,CEO Emeritus,Doctor Irwin Jacobs,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
367,QCI,24800,QUALCOMM INC,CEO,Steve Mollenkopf,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
368,PWR,66446,QUANTA SERVICES INC,CEO,Duke Austin Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
369,DGX,64166,QUEST DIAGNOSTICS INC,CEO,Steve Rusckowski,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
370,RL,64891,RALPH LAUREN CORP,CEO,Patrice Louvet,Caucasian/White,0,1,1,0,M,0,1,Yes,,BoardEx
371,RJF,8898,RAYMOND JAMES FINANCIAL INC,CEO,Paul Reilly,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
372,RTN,8972,RAYTHEON CO,CEO,Hansel Tookes,African American/Black,1,1,0,1,M,0,1,No,,Bermiss
373,O,30822,REALTY INCOME CORP,CEO,Sumit Roy,Asian/Indian,0,,0,1,M,0,0,Yes,,BoardEx
374,RHT,122841,RED HAT INC,CEO,Doctor Lisa Crossley,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
375,REG,29099,REGENCY CENTERS CORP,CEO,John Black,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
376,REGN,23812,REGENERON PHARMACEUTICALS,CEO,Doctor Len Schleifer,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
377,RF,4674,REGIONS FINANCIAL CORP,CEO,John Turner Jr,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
378,RSG,112168,REPUBLIC SERVICES INC,CEO,Don Slager,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
379,RMD,31887,RESMED INC,CEO,Mick Farrell,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
380,RHI,2312,ROBERT HALF INTL INC,CEO,Michael Waddell,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
381,ROK,9203,ROCKWELL AUTOMATION,CEO,Blake Moret,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
382,ROL,9225,ROLLINS INC,CEO,Gary Rollins,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
383,ROP,24925,ROPER TECHNOLOGIES INC,CEO,Laurence Hunn,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
384,ROST,9248,ROSS STORES INC,CEO,Barbara Rentler,Caucasian/White,0,,0,0,F,1,0,Yes,,BoardEx
385,RCL,28191,ROYAL CARIBBEAN GROUP,CEO,Richard Fain,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
386,SPGI,7163,S&P GLOBAL INC,CEO,Doug Peterson,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
387,SBAC,121382,SBA COMMUNICATIONS CORP,CEO,Jeff Stoops,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
388,SLB,9465,SCHLUMBERGER LTD,CEO,Olivier Le Peuch,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
389,SCHW,13988,SCHWAB (CHARLES) CORP,CEO,Walt Bettinger II,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
390,SEE,9555,SEALED AIR CORP,CEO,Ted Doheny II,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
391,SRE,8272,SEMPRA ENERGY,CEO,Donald Felsinger,Caucasian/White,0,0,0,0,M,0,0,No,,Bermiss
392,NOW,171007,SERVICENOW INC,CEO,Bill McDermott,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
393,SHW,9667,SHERWIN-WILLIAMS CO,CEO,John Morikis,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
394,SPG,29389,SIMON PROPERTY GROUP INC,CEO,David Simon,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
395,SWKS,1327,SKYWORKS SOLUTIONS INC,CEO,Liam Griffin,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
396,SLG,65290,SL GREEN REALTY CORP,CEO,Marc Holliday,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
397,AOS,9771,SMITH (A.O.),CEO,Kevin Wheeler,Caucasian/White,0,,0,0,M,0,0,No,,BoardEx
398,SJM,9777,SMUCKER (JM) CO,CEO,Mark Smucker,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
399,SNA,9778,SNAP-ON INC,CEO,Nick Pinchuk,Caucasian/White,0,,0,0,M,0,0,Yes,,BoardEx
400,SO,,SOUTHERN CO,CEO,Tom Fanning,Caucasian/White,0,1,1,0,M,0,2,Yes,,BoardEx
