1+2num,CompanyID,1num,tic,1conm_x,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),1ceo_name,3DirectorName,3FirstName,3LastName,1ceo_race(black),3RoleType,3RoleName,3Seniority,2020_Active_May26_Dec31,3DateStartRole,3DateEndRole,2020_CEO_Change,2020_2CEOs,X3num,X3CompanyID,X3DirectorID
62,62,451,BK,BANK OF NEW YORK MELLON CORP,CANADIAN BANC CORP,2019,0,CAUCASIAN/WHITE,Thomas P. Gibbons,Steve Finch,Thomas,Gibbons,0,CEO,CEO,Executive Director,Yes,3/1/20,8/1/22,,,55,1987552,735008
63,63,234,BKNG,BOOKING HOLDINGS INC,BOOKING HOLDINGS INC (Priceline Group Inc (The) prior to 02/2018),119314,0,CAUCASIAN/WHITE,NA,Glenn Fogel,Glenn,Fogel,NA,CEO,President/CEO/Division CEO,Executive Director,Yes,6/26/19,,,,56,25022,549248
64,64,147,BKR,BAKER HUGHES CO,BAKER HUGHES CO (Baker Hughes a GE Co prior to 10/2019),32106,0,CAUCASIAN/WHITE,NA,Lorenzo Simonelli,Lorenzo,Simonelli,NA,CEO,Chairman/President/CEO,Executive Director,Yes,10/2/17,,,,57,3415,641184
65,65,452,BLK,BLACKROCK INC,BLACKROCK INC,124434,0,CAUCASIAN/WHITE,NA,Larry Fink,Larry,Fink,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/98,,,,58,4584,140463
66,66,453,BMY,BRISTOL-MYERS SQUIBB CO,BRISTOL-MYERS SQUIBB CO,2403,0,CAUCASIAN/WHITE,NA,Doctor Giovanni Caforio,Giovanni,Caforio,NA,CEO,Chairman/CEO,Executive Director,Yes,5/2/17,11/1/23,,,59,5118,857412
68,68,141,BRK.B,BERKSHIRE HATHAWAY,BERKSHIRE HATHAWAY INC,2176,0,CAUCASIAN/WHITE,NA,Warren Buffett,Warren,Buffett,NA,CEO,Chairman/CEO,Executive Director,No,1/1/70,,,,60,4080,32543
69,69,315,BSX,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC CORP,25279,0,CAUCASIAN/WHITE,NA,Mike Mahoney,Mike,Mahoney,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/3/16,,,,61,4865,879252
70,70,171,BWA,BORGWARNER INC,BORGWARNER INC,28742,0,CAUCASIAN/WHITE,NA,Frederic Lissalde,Frederic,Lissalde,NA,CEO,President/CEO,Executive Director,Yes,8/1/18,,,,62,4839,1195691
71,71,432,BXP,BOSTON PROPERTIES INC,BOSTON PROPERTIES INC,64925,0,CAUCASIAN/WHITE,NA,Owen Thomas,Owen,Thomas,NA,CEO,CEO,Executive Director,Yes,4/2/13,5/19/22,,,63,4863,491901
72,72,454,C,CITIGROUP INC,CITIGROUP INC,3243,0,CAUCASIAN/WHITE,NA,Mike Corbat,Mike,Corbat,NA,CEO,CEO,Executive Director,Yes,10/15/12,2/26/21,,,64,6930,604908
73,73,379,CAG,CONAGRA BRANDS INC,CONAGRA BRANDS INC (Conagra Foods Inc prior to 11/2016),3362,0,CAUCASIAN/WHITE,NA,Sean Connolly,Sean,Connolly,NA,CEO,President/CEO,Executive Director,Yes,4/6/15,,,,65,7619,837621
74,74,261,CAH,CARDINAL HEALTH INC,CARDINAL HEALTH INC,2751,0,CAUCASIAN/WHITE,NA,Mike Kaufmann,Mike,Kaufmann,NA,CEO,CEO,Executive Director,Yes,9/1/19,9/1/22,,,66,5811,517277
76,76,222,CAT,CATERPILLAR INC,CATERPILLAR INC,2817,0,CAUCASIAN/WHITE,NA,Jim Umpleby III,Jim,Umpleby III,NA,CEO,Chairman/CEO,Executive Director,Yes,12/12/18,,,,68,6052,1079119
77,77,380,CBOE,CBOE GLOBAL MARKETS INC,CBOE GLOBAL MARKETS INC (CBOE Holdings Inc prior to 10/2017),184500,0,CAUCASIAN/WHITE,NA,Ed Tilly,Ed,Tilly,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/14/19,5/12/22,,,69,1647824,1058282
78,78,264,CBRE,CBRE GROUP INC,CBRE GROUP INC (CB Richard Ellis Group Inc prior to 10/2011),260774,0,CAUCASIAN/WHITE,NA,Bob Sulentic,Bob,Sulentic,NA,CEO,President/CEO,Executive Director,Yes,12/1/12,11/17/23,,,70,6083,272769
79,79,148,CCI,CROWN CASTLE INC,CROWN CASTLE INC (Crown Castle International Corp prior to 08/2022),113490,0,CAUCASIAN/WHITE,NA,Jay Brown,Jay,Brown,NA,CEO,President/CEO,Executive Director,Yes,6/1/16,1/16/24,,,71,8304,620002
80,80,127,CCL,CARNIVAL CORPORATION & PLC,CARNIVAL CORP,13498,1,BLACK/AFRICAN AMERICAN,NA,Arnold Donald,Arnold,Donald,NA,CEO,President/CEO,Executive Director,Yes,7/3/13,1/1/22,,,72,5867,35264
81,81,352,CDNS,CADENCE DESIGN SYSTEMS INC,CADENCE DESIGN SYSTEMS INC,13421,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),NA,Lip-Bu Tan,Lip-Bu,Tan,NA,CEO,CEO,Executive Director,Yes,11/16/17,12/15/21,,,75,5480,182411
82,82,223,CDW,CDW CORP,CDW CORP,28320,0,CAUCASIAN/WHITE,NA,Chris Leahy,Chris,Leahy,NA,CEO,President/CEO,Executive Director,Yes,1/1/19,1/5/23,,,76,1961452,452866
85,85,84,CERN,CERNER CORP,CERNER CORP (De-listed 06/2022),12850,0,PREFER NOT TO DISCLOSE,NA,D Shafer,D,Shafer,NA,CEO,Chairman/CEO,Executive Director,Yes,2/1/18,10/1/21,,,77,6375,1370253
86,86,224,CF,CF INDUSTRIES HOLDINGS INC,CF INDUSTRIES HLDGS INC,163946,0,CAUCASIAN/WHITE,NA,Tony Will,Tony,Will,NA,CEO,President/CEO,Executive Director,Yes,1/2/14,,,,78,665753,534187
87,87,212,CFG,CITIZENS FINANCIAL GROUP INC,CITIZENS FINANCIAL GROUP INC,21825,0,CAUCASIAN/WHITE,NA,Bruce van Saun,Bruce,van Saun,NA,CEO,Chairman/CEO,Executive Director,Yes,9/24/14,,,,79,2150201,35815
88,88,303,CHD,CHURCH & DWIGHT INC,CHURCH & DWIGHT CO INC,3026,0,CAUCASIAN/WHITE,NA,Matthew Farrell,Matthew,Farrell,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/2/19,,,,80,6779,336620
89,89,306,CHRW,C H ROBINSON WORLDWIDE INC,CH ROBINSON WORLDWIDE INC,65609,0,CAUCASIAN/WHITE,NA,Bob Biesterfeld Jr,Bob,Biesterfeld Jr,NA,CEO,President/CEO,Executive Director,Yes,5/9/19,12/31/22,,,81,6438,1656763
90,90,235,CHTR,CHARTER COMMUNICATIONS INC,CHARTER COMMUNICATIONS INC (Spectrum),126136,0,CAUCASIAN/WHITE,NA,Tom Rutledge,Tom,Rutledge,NA,CEO,Chairman/CEO,Executive Director,Yes,7/26/16,11/30/22,,,82,1661731,334487
91,91,242,CI,CIGNA CORP,THE CIGNA GROUP (Cigna Corp prior to 02/2023),2547,0,CAUCASIAN/WHITE,NA,David Cordani,David,Cordani,NA,CEO,President/CEO,Executive Director,Yes,12/25/09,1/1/22,,,83,6837,486024
92,92,89,CINF,CINCINNATI FINANCIAL CORP,CINCINNATI FINANCIAL CORP,14824,0,CAUCASIAN/WHITE,NA,Steve Johnston,Steve,Johnston,NA,CEO,President/CEO,Executive Director,No,5/2/11,5/2/20,,,84,6863,270963
93,93,455,CL,COLGATE-PALMOLIVE CO,CRESCO LABS INC,3170,0,CAUCASIAN/WHITE,Noel Wallace,Charles Bachtell,Noel,Wallace,0,CEO,Chairman/President/CEO,Executive Director,Yes,4/1/19,,,,86,2957858,1374341
94,94,425,CLX,CLOROX CO/DE,CLOROX COMPANY (THE),3121,0,CAUCASIAN/WHITE,NA,Benno Dorer,Benno,Dorer,NA,CEO,Chairman/CEO,Executive Director,Yes,8/15/16,9/14/20,,,87,7089,750963
96,96,437,CMCSA,COMCAST CORP,COMCAST CORP (AT&T Comcast Corp prior to 11/2002),3226,0,CAUCASIAN/WHITE,NA,Brian Roberts,Brian,Roberts,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/25/04,10/11/22,,,89,7387,35803
97,97,381,CME,CME GROUP INC,CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007),149070,0,CAUCASIAN/WHITE,NA,The Hon. Terry Duffy,Terry,Duffy,NA,CEO,Chairman/CEO,Executive Director,Yes,11/10/16,,,,90,268946,91452
98,98,131,CMG,CHIPOTLE MEXICAN GRILL INC,COMPUTER MODELLING GROUP LTD,165914,0,CAUCASIAN/WHITE,Brian Niccol,Ryan Schneider,Brian,Niccol,0,CEO,Chairman/CEO,Executive Director,Yes,3/1/18,,,,91,598752,1457763
99,99,86,CMI,CUMMINS INC,CUMMINS INC,3650,0,CAUCASIAN/WHITE,NA,Tom Linebarger,Tom,Linebarger,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/12,8/1/22,,,92,8426,203776
100,100,94,CMS,CMS ENERGY CORP,CMS ENERGY CORP,3439,0,CAUCASIAN/WHITE,NA,Patti Poppe,Patti,Poppe,NA,CEO,President/CEO,Executive Director,Yes,7/1/16,12/1/20,,,93,7147,1094129
101,101,491,CNC,CENTENE CORP,CENTENE CORP,145552,0,CAUCASIAN/WHITE,NA,Michael Neidorff,Michael,Neidorff,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/23/19,9/7/21,,,94,6261,201946
103,103,69,COF,CAPITAL ONE FINANCIAL CORP,CAPITAL ONE FINANCIAL CORP,30990,0,CAUCASIAN/WHITE,NA,Rich Fairbank,Rich,Fairbank,NA,CEO,Chairman/CEO,Executive Director,Yes,4/24/03,,,,95,5734,48786
104,104,339,COO,COOPER COS INC (THE),COOPER COMPANIES INC,3504,0,CAUCASIAN/WHITE,NA,Al White III,Al,White III,NA,CEO,President/CEO,Executive Director,Yes,5/1/18,,,,96,7836,517326
105,105,150,COP,CONOCOPHILLIPS,CONOCOPHILLIPS COMPANY,8549,0,CAUCASIAN/WHITE,NA,Ryan Lance,Ryan,Lance,NA,CEO,Chairman/CEO,Executive Director,Yes,5/1/12,,,,97,24355,486834
106,106,397,COST,COSTCO WHOLESALE CORP,COSTCO WHOLESALE CORP,29028,0,CAUCASIAN/WHITE,NA,W Jelinek,W,Jelinek,NA,CEO,President/CEO,Executive Director,Yes,1/1/12,2/2/22,,,98,8022,43701
107,107,282,CPB,CAMPBELL SOUP CO,CAMPBELL SOUP CO,2663,0,CAUCASIAN/WHITE,NA,Mark Clouse,Mark,Clouse,NA,CEO,President/CEO,Executive Director,Yes,1/22/19,,,,99,5620,1122227
108,108,267,CPRT,COPART INC,COPART INC,29901,0,CAUCASIAN/WHITE,NA,Jay Adair,Jay,Adair,NA,CEO,CEO,Executive Director,Yes,2/12/10,4/1/22,,,100,7852,183351
110,110,353,CSCO,CISCO SYSTEMS INC,CISCO SYSTEMS INC,20779,0,CAUCASIAN/WHITE,NA,Chuck Robbins,Chuck,Robbins,NA,CEO,Chair/CEO,Executive Director,Yes,12/11/17,,,,101,6908,536628
111,111,488,CSGP,COSTAR GROUP INC,COSTAR GROUP INC,112111,0,CAUCASIAN/WHITE,NA,Andy Florance,Andy,Florance,NA,CEO,President/CEO,Executive Director,Yes,1/1/95,,,,103,8021,201870
112,112,117,CSX,CSX CORP,CSX CORP,2574,0,CAUCASIAN/WHITE,NA,Jim Foote,Jim,Foote,NA,CEO,President/CEO,Executive Director,Yes,12/22/17,9/26/22,,,104,8383,331094
113,113,174,CTAS,CINTAS CORP,CINTAS CORP,3062,0,CAUCASIAN/WHITE,NA,Scott Farmer,Scott,Farmer,NA,CEO,Chairman/CEO,Executive Director,Yes,9/30/16,5/31/21,,,105,6877,38311
114,114,204,CTLT,CATALENT INC,CATALENT INC,20228,0,CAUCASIAN/WHITE,NA,John Chiminski,John,Chiminski,NA,CEO,Chairman/CEO,Executive Director,Yes,2/13/19,7/1/22,,,106,2129696,1047323
115,115,151,CTRA,COTERRA ENERGY INC,COTERRA ENERGY INC (Cabot Oil & Gas Corp prior to 10/2021),20548,0,CAUCASIAN/WHITE,NA,Dan Dinges,Dan,Dinges,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/2/02,10/1/21,,,108,5465,202913
116,116,182,CTSH,COGNIZANT TECH SOLUTIONS,COGNIZANT TECHNOLOGY SOLUTIONS CORP,111864,0,CAUCASIAN/WHITE,NA,Brian Humphries,Brian,Humphries,NA,CEO,CEO,Executive Director,Yes,4/1/19,1/12/23,,,109,7256,515842
117,117,246,CTVA,CORTEVA INC,CORTEVA INC,35168,0,CAUCASIAN/WHITE,NA,Jim Collins Jr,Jim,Collins Jr,NA,CEO,CEO,Executive Director,Yes,6/3/19,11/1/21,,,110,3039776,1010737
119,119,213,CVS,CVS HEALTH CORP,CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),7241,0,CAUCASIAN/WHITE,NA,Larry Merlo,Larry,Merlo,NA,CEO,President/CEO,Executive Director,Yes,3/1/11,2/1/21,,,113,8468,45626
120,120,340,CVX,CHEVRON CORP,CHEVRON CORP,2991,0,CAUCASIAN/WHITE,NA,Mike Wirth,Mike,Wirth,NA,CEO,Chairman/CEO,Executive Director,Yes,2/1/18,,,,114,6627,343163
121,121,80,D,DOMINION ENERGY INC,DOMINION ENERGY INC (Dominion Resources Inc (Virginia) prior to 05/2017),4029,0,CAUCASIAN/WHITE,NA,Tom Farrell II,Tom,Farrell II,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/27/07,10/1/20,,,118,9491,36934
122,122,49,DAL,DELTA AIR LINES INC,DELTA AIR LINES INC,3851,0,CAUCASIAN/WHITE,NA,Ed Bastian,Ed,Bastian,NA,CEO,CEO,Executive Director,Yes,5/2/16,,,,119,8946,333894
124,124,143,DE,DEERE & CO,DEERE & CO,3835,0,CAUCASIAN/WHITE,NA,John May,John,May,NA,CEO,President/CEO,Executive Director,No,11/4/19,5/1/20,,,122,8886,1070838
125,125,225,DFS,DISCOVER FINANCIAL SVCS,DISCOVER FINANCIAL SERVICES INC,177376,0,CAUCASIAN/WHITE,NA,Roger Hochschild,Roger,Hochschild,NA,CEO,President/CEO,Executive Director,Yes,10/1/18,8/14/23,,,124,78171,33852
126,126,255,DG,DOLLAR GENERAL CORP,DOLLAR GENERAL CORP,4016,0,CAUCASIAN/WHITE,NA,Todd Vasos,Todd,Vasos,NA,CEO,CEO,Executive Director,Yes,6/3/15,11/1/22,,,125,1605214,487710
127,127,342,DGX,QUEST DIAGNOSTICS INC,QUEST DIAGNOSTICS INC,64166,0,CAUCASIAN/WHITE,NA,Steve Rusckowski,Steve,Rusckowski,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/1/17,11/1/22,,,126,25578,37246
129,129,489,DHR,DANAHER CORP,DANAHER CORP,3735,0,CAUCASIAN/WHITE,NA,Tom Joyce Jr,Tom,Joyce Jr,NA,CEO,President/CEO,Executive Director,Yes,9/9/14,9/1/20,,,128,8663,490718
132,132,335,DLR,DIGITAL REALTY TRUST INC,DIGITAL REALTY TRUST INC,160991,0,CAUCASIAN/WHITE,NA,Bill Stein,Bill,Stein,NA,CEO,CEO,Executive Director,Yes,5/1/15,12/13/22,,,129,641924,374955
133,133,43,DLTR,DOLLAR TREE INC,DOLLAR TREE INC,31587,0,CAUCASIAN/WHITE,NA,Gary Philbin,Gary,Philbin,NA,CEO,CEO,Executive Director,Yes,12/9/19,7/20/20,,,130,9474,452406
134,134,185,DOV,DOVER CORP,DOVER CORP,4058,0,CAUCASIAN/WHITE,NA,Rich Tobin,Rich,Tobin,NA,CEO,President/CEO,Executive Director,Yes,5/1/18,2/10/24,,,132,9555,480780
136,136,341,DPZ,DOMINO'S PIZZA INC,DOMINO'S PIZZA INC,160211,0,CAUCASIAN/WHITE,NA,Ritch Allison Jr,Ritch,Allison Jr,NA,CEO,CEO,Executive Director,Yes,7/1/18,4/26/22,,,133,90132,1110512
137,137,247,DRE,DUKE REALTY CORP,DUKE REALTY CORP (De-listed 10/2022),13510,0,CAUCASIAN/WHITE,NA,Jim Connor,Jim,Connor,NA,CEO,Chairman/CEO,Executive Director,Yes,4/26/17,10/3/22,,,134,9730,333005
138,138,218,DRI,DARDEN RESTAURANTS INC,DARDEN RESTAURANTS INC,31846,0,CAUCASIAN/WHITE,NA,Gene Lee Jr,Gene,Lee Jr,NA,CEO,President/CEO,Executive Director,Yes,2/22/15,1/4/21,,,135,8697,200799
139,139,296,DTE,DTE ENERGY CO,DTE ENERGY CO,3897,0,CAUCASIAN/WHITE,NA,Jerry Norcia,Jerry,Norcia,NA,CEO,President/CEO,Executive Director,Yes,7/1/19,5/5/22,,,137,9693,534436
140,140,29,DUK,DUKE ENERGY CORP,DUKE ENERGY CORP,4093,0,CAUCASIAN/WHITE,NA,Lynn Good,Lynn,Good,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/1/16,,,,138,867887,204347
141,141,420,DVA,DAVITA INC,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),61483,1,HISPANIC/LATIN AMERICAN,NA,Javier Rodriguez,Javier,Rodriguez,NA,CEO,CEO,Executive Director,Yes,6/1/19,,,,139,8783,655130
142,142,24,DVN,DEVON ENERGY CORP,DEVON ENERGY CORP,14934,0,CAUCASIAN/WHITE,NA,Dave Hager,Dave,Hager,NA,CEO,President/CEO,Executive Director,Yes,6/8/16,1/7/21,,,140,9103,62347
143,143,65,DXC,DXC TECHNOLOGY CO,DXC TECHNOLOGY CO (Computer Sciences Corp prior to 04/2017),3336,0,CAUCASIAN/WHITE,NA,Mike Salvino,Mike,Salvino,NA,CEO,President/CEO,Executive Director,Yes,9/12/19,7/26/22,,,141,7584,205612
144,144,205,DXCM,DEXCOM INC,DEXCOM INC,162887,0,CAUCASIAN/WHITE,NA,Kevin Sayer,Kevin,Sayer,NA,CEO,Chairman/President/CEO,Executive Director,Yes,7/30/18,,,,142,373917,346517
145,145,412,EA,ELECTRONIC ARTS INC,ELECTRONIC ARTS INC,16721,0,CAUCASIAN/WHITE,NA,Andrew Wilson,Andrew,Wilson,NA,CEO,CEO,Executive Director,Yes,9/17/13,8/12/21,,,145,10364,1207036
147,147,333,ECL,ECOLAB INC,ECOLAB INC,4213,0,CAUCASIAN/WHITE,NA,Doug Baker Jr,Doug,Baker Jr,NA,CEO,Chairman/CEO,Executive Director,Yes,12/2/11,1/1/21,,,147,10036,51882
148,148,456,ED,CONSOLIDATED EDISON INC,CONSOLIDATED EDISON INC,3413,0,CAUCASIAN/WHITE,NA,John McAvoy,John,McAvoy,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/12/14,12/29/20,,,148,7705,1074910
149,149,50,EFX,EQUIFAX INC,EQUIFAX INC,4423,0,CAUCASIAN/WHITE,NA,Mark Begor,Mark,Begor,NA,CEO,CEO,Executive Director,Yes,4/16/18,,,,150,10896,202312
150,150,330,EIX,EDISON INTERNATIONAL,EDISON INTERNATIONAL,9846,1,HISPANIC/LATIN AMERICAN,NA,Pedro Pizarro,Pedro,Pizarro,NA,CEO,President/CEO,Executive Director,Yes,9/30/16,,,,151,10130,791001
151,151,457,EL,ESTEE LAUDER COMPANIES INC,ESTEE LAUDER COS INC,61567,0,CAUCASIAN/WHITE,NA,Fabrizio Freda,Fabrizio,Freda,NA,CEO,President/CEO,Executive Director,Yes,7/1/09,,,,152,11074,590109
152,152,248,ELV,ELEVANCE HEALTH INC,ELEVANCE HEALTH INC (Anthem Inc prior to 06/2022),145046,0,CAUCASIAN/WHITE,NA,Gail Boudreaux,Gail,Boudreaux,NA,CEO,President/CEO,Executive Director,Yes,11/20/17,,,,154,2273,184069
153,153,26,EMN,EASTMAN CHEMICAL CO,EASTMAN CHEMICAL CO,29392,0,CAUCASIAN/WHITE,NA,Mark Costa,Mark,Costa,NA,CEO,Chair/CEO,Executive Director,Yes,6/30/14,,,,155,9940,534777
154,154,492,EMR,EMERSON ELECTRIC CO,EMERSON ELECTRIC CO,4321,0,CAUCASIAN/WHITE,NA,David Farr,David,Farr,NA,CEO,Chairman/CEO,Executive Director,Yes,10/5/10,2/5/21,,,156,10535,35223
155,155,426,ENPH,ENPHASE ENERGY INC,ENPHASE ENERGY INC,187450,1,INDIAN/SOUTH ASIAN,NA,Badri Kothandaraman,Badri,Kothandaraman,NA,CEO,President/CEO,Executive Director,Yes,9/3/17,,,,157,1810090,1197971
156,156,152,EOG,EOG RESOURCES INC,EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999),16478,0,CAUCASIAN/WHITE,NA,Bill Thomas,Bill,Thomas,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/14,9/30/21,,,159,10844,534761
157,157,121,EPAM,EPAM SYSTEMS INC,EPAM SYSTEMS INC,187697,0,CAUCASIAN/WHITE,NA,Arkadiy Dobkin,Arkadiy,Dobkin,NA,CEO,Chairman/President/CEO,Executive Director,Yes,2/8/12,,,,160,1796199,1059890
158,158,413,EQIX,EQUINIX INC,EQUINIX INC,138743,0,CAUCASIAN/WHITE,NA,Charles Meyers,Charles,Meyers,NA,CEO,President/CEO,Executive Director,Yes,9/12/18,,,,161,10899,1089745
159,159,382,EQR,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002),28733,0,CAUCASIAN/WHITE,NA,Mark Parrell,Mark,Parrell,NA,CEO,President/CEO,Executive Director,Yes,12/31/18,,,,162,10928,552575
160,160,173,ES,EVERSOURCE ENERGY,EVERSOURCE ENERGY (Northeast Utilities prior to 02/2015),7970,0,CAUCASIAN/WHITE,NA,Jim Judge,Jim,Judge,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/3/17,5/5/21,,,164,22660,206005
161,161,414,ESS,ESSEX PROPERTY TRUST,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),30293,0,CAUCASIAN/WHITE,NA,Mike Schall,Mike,Schall,NA,CEO,President/CEO,Executive Director,Yes,1/1/11,3/31/23,,,165,11060,182075
162,162,440,ETR,ENTERGY CORP,ENTERGY CORP,7366,0,CAUCASIAN/WHITE,NA,Leo Denault,Leo,Denault,NA,CEO,Chairman/CEO,Executive Director,Yes,2/1/13,11/1/22,,,166,10750,204855
163,163,407,ETSY,ETSY INC,ETSY INC,23238,0,CAUCASIAN/WHITE,NA,Josh Silverman,Josh,Silverman,NA,CEO,President/CEO,Executive Director,Yes,5/3/17,,,,167,2236759,765386
164,164,106,EVRG,EVERGY INC,EVERGY INC,6338,0,CAUCASIAN/WHITE,NA,Terry Bassham,Terry,Bassham,NA,CEO,President/CEO,Executive Director,Yes,6/5/18,1/4/21,,,168,2824528,345671
165,165,132,EW,EDWARDS LIFESCIENCES CORP,EDWARDS LIFESCIENCES CORP,133366,0,CAUCASIAN/WHITE,NA,Mike Mussallem,Mike,Mussallem,NA,CEO,Chairman/CEO,Executive Director,Yes,3/31/00,5/11/23,,,169,10156,90062
166,166,383,EXC,EXELON CORP,EXELON CORP,8539,0,CAUCASIAN/WHITE,NA,Chris Crane,Chris,Crane,NA,CEO,President/CEO,Executive Director,Yes,3/12/12,10/17/22,,,172,11376,534954
167,167,398,EXPD,EXPEDITORS INTL WASH INC,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4494,0,CAUCASIAN/WHITE,NA,Jeff Musser,Jeff,Musser,NA,CEO,President/CEO,Executive Director,Yes,3/1/14,,,,174,11401,452655
169,169,47,EXR,EXTRA SPACE STORAGE INC,EXTRA SPACE STORAGE INC,160479,0,CAUCASIAN/WHITE,NA,Joe Margolis,Joe,Margolis,NA,CEO,CEO,Executive Director,Yes,5/18/17,,,,175,600874,375394
170,170,297,F,FORD MOTOR CO,FORD MOTOR CO,4839,0,CAUCASIAN/WHITE,NA,Jim Hackett,Jim,Hackett,NA,CEO,President/CEO,Executive Director,Yes,5/22/17,10/1/20,,,176,12262,34156
172,171,66,FANG,DIAMONDBACK ENERGY INC,DIAMONDBACK ENERGY INC,170750,0,CAUCASIAN/WHITE,NA,Travis Stice,Travis,Stice,NA,CEO,CEO,Executive Director,Yes,1/1/17,2/22/22,,,178,1895607,1277021
173,172,113,FAST,FASTENAL CO,FASTENAL CO,14225,0,CAUCASIAN/WHITE,NA,Dan Florness,Dan,Florness,NA,CEO,President/CEO,Executive Director,Yes,1/1/16,,,,179,11608,70422
175,174,37,FCX,FREEPORT-MCMORAN INC,FREEPORT-MCMORAN INC (Freeport-McMoRan Copper & Gold Inc prior to 07/2014),14590,0,CAUCASIAN/WHITE,NA,Richard Adkerson,Richard,Adkerson,NA,CEO,Vice Chairman/President/CEO,Executive Director,Yes,5/31/13,2/2/21,,,180,12493,206065
176,175,252,FDX,FEDEX CORP,FEDEX CORP,4598,0,CAUCASIAN/WHITE,NA,Fred Smith,Fred,Smith,NA,CEO,Chairman/CEO,Executive Director,Yes,2/1/17,5/31/22,,,181,11664,43076
177,176,140,FE,FIRSTENERGY CORP,FIRSTENERGY CORP,8099,0,CAUCASIAN/WHITE,NA,Chuck Jones Jr,Chuck,Jones Jr,NA,CEO,President/CEO,Executive Director,No,1/1/15,5/24/20,1,,182,11964,621318
178,177,140,FE,FIRSTENERGY CORP,FIRSTENERGY CORP,8099,0,CAUCASIAN/WHITE,NA,Steven E. Strah,Chuck,Jones Jr,NA,CEO,President/CEO,Executive Director,No,10/1/20,,1,,183,11964,621318
180,179,118,FIS,FIDELITY NATIONAL INFO SVCS,FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006),165993,0,CAUCASIAN/WHITE,NA,Gary Norcross,Gary,Norcross,NA,CEO,Chairman/President/CEO,Executive Director,Yes,5/30/18,3/9/21,,,184,6382,516521
182,181,175,FITB,FIFTH THIRD BANCORP,FIFTH THIRD BANCORP,4640,0,CAUCASIAN/WHITE,NA,Greg Carmichael,Greg,Carmichael,NA,CEO,Chairman/President/CEO,Executive Director,Yes,2/1/18,10/26/20,,,185,324,203638
183,182,139,FLIR,FLIR SYSTEMS INC,FLIR SYSTEMS INC (De-listed 05/2021),28477,0,CAUCASIAN/WHITE,NA,Jim Cannon,Jim,Cannon,NA,CEO,President/CEO,Executive Director,Yes,6/19/17,5/14/21,,,186,12112,1301933
184,183,268,FLS,FLOWSERVE CORP,FLOWSERVE CORP,4108,0,CAUCASIAN/WHITE,NA,Robert Rowe,Robert,Rowe,NA,CEO,President/CEO,Executive Director,Yes,4/1/17,,,,187,12153,1304182
185,184,51,FLT,FLEETCOR TECHNOLOGIES INC,FLEETCOR TECHNOLOGIES INC,184700,0,CAUCASIAN/WHITE,NA,Ron Clarke,Ron,Clarke,NA,CEO,Chairman/President/CEO,Executive Director,Yes,12/15/10,,,,188,1677118,1058760
186,185,438,FMC,FMC CORP,FMC CORP,4510,0,CAUCASIAN/WHITE,NA,Doctor Pierre Brondeau,Pierre,Brondeau,NA,CEO,Chairman/CEO,Executive Director,Yes,6/1/18,5/31/20,,,189,12164,51661
189,188,20,FRT,FEDERAL REALTY INVESTMENT TR,FEDERAL REALTY INVESTMENT TRUST,4605,0,CAUCASIAN/WHITE,NA,Don Wood,Don,Wood,NA,CEO,President/CEO,Executive Director,Yes,1/1/03,3/11/21,,,192,11649,332472
190,189,355,FTNT,FORTINET INC,FORTINET INC,183377,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),NA,Ken Xie,Ken,Xie,NA,CEO,Chairman/CEO,Executive Director,Yes,11/11/13,,,,193,1606380,1055310
191,190,192,FTV,FORTIVE CORP,FORTIVE CORP,26590,0,CAUCASIAN/WHITE,NA,Jim Lico,Jim,Lico,NA,CEO,President/CEO,Executive Director,Yes,7/2/16,,,,194,2482889,372492
