1+2num,CompanyID,1num,tic,1conm_x,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),1ceo_name,3DirectorName,3FirstName,3LastName,1ceo_race(black),3RoleType,3RoleName,3Seniority,2020_Active_May26_Dec31,3DateStartRole,3DateEndRole,2020_CEO_Change,2020_2CEOs,X3num,X3CompanyID,X3DirectorID
434,429,482,TPR,TAPESTRY INC,TAPESTRY INC (Coach Inc prior to 10/2017),140541,0,CAUCASIAN/WHITE,NA,Jide Zeitlin,Jide,Zeitlin,NA,CEO,Chairman/CEO,Executive Director,Yes,9/4/19,7/20/20,,,461,7173,271683
437,432,45,TROW,PRICE (T. ROWE) GROUP,T ROWE PRICE GROUP INC,12138,0,CAUCASIAN/WHITE,NA,Bill Stromberg,Bill,Stromberg,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/25/19,2/11/21,,,462,25020,489855
438,433,483,TRV,TRAVELERS COS INC,THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007),62689,0,CAUCASIAN/WHITE,NA,Alan Schnitzer,Alan,Schnitzer,NA,CEO,Chairman/CEO,Executive Director,Yes,8/1/17,,,,463,469152,533891
440,435,337,TSLA,TESLA INC,TESLA INC (Tesla Motors Inc prior to 02/2017),184996,0,CAUCASIAN/WHITE,NA,Elon Musk,Elon,Musk,NA,CEO,CEO,Executive Director,Yes,11/7/18,,,,464,1650150,1090701
441,436,7,TSN,TYSON FOODS INC -CL A,TYSON FOODS INC,10793,0,CAUCASIAN/WHITE,NA,Noel White,Noel,White,NA,CEO,CEO,Executive Director,Yes,12/20/19,10/3/20,,,465,31563,453851
442,437,484,TTWO,TAKE-TWO INTERACTIVE SFTWR,TAKE TWO INTERACTIVE SOFTWARE INC,64630,0,CAUCASIAN/WHITE,NA,Strauss Zelnick,Strauss,Zelnick,NA,CEO,Chairman (Executive)/CEO,Executive Director,Yes,1/1/11,,,,467,29924,333171
443,438,446,TWTR,TWITTER INC,TWITTER INC (De-listed 10/2022),18872,0,CAUCASIAN/WHITE,NA,Jack Dorsey,Jack,Dorsey,NA,CEO,CEO,Executive Director,Yes,9/30/15,11/29/21,,,468,2006706,1132809
445,440,277,TXN,TEXAS INSTRUMENTS INC,TEXAS INSTRUMENTS INC,10499,0,CAUCASIAN/WHITE,NA,Rich Templeton,Rich,Templeton,NA,CEO,Chairman/President/CEO,Executive Director,Yes,7/17/18,4/1/23,,,469,30509,13520
446,441,215,TXT,TEXTRON INC,TEXTRON INC,10519,0,CAUCASIAN/WHITE,NA,Scott Donnelly,Scott,Donnelly,NA,CEO,Chairman/President/CEO,Executive Director,Yes,9/1/10,,,,470,30529,32459
447,442,109,TYL,TYLER TECHNOLOGIES INC,TYLER TECHNOLOGIES INC,10789,0,CAUCASIAN/WHITE,NA,H Moore Jr,H,Moore Jr,NA,CEO,President/CEO,Executive Director,Yes,5/10/18,,,,471,31558,325238
449,444,392,UAL,UNITED AIRLINES HOLDINGS INC,UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),10795,0,CAUCASIAN/WHITE,NA,Oscar Munoz,Oscar,Munoz,NA,CEO,CEO,Executive Director,No,8/29/16,5/20/20,,,472,31575,160071
450,445,101,UDR,UDR INC,UDR INC (United Dominion Realty Trust Inc prior to 03/2007),10894,0,CAUCASIAN/WHITE,NA,Tom Toomey,Tom,Toomey,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/19,,,,473,32094,181650
451,446,232,UHS,UNIVERSAL HEALTH SVCS INC,UNIVERSAL HEALTH SERVICES INC,11032,0,CAUCASIAN/WHITE,NA,Alan Miller,Alan,Miller,NA,CEO,Chairman/CEO,Executive Director,Yes,5/20/09,1/1/21,,,474,31865,81852
452,447,126,ULTA,ULTA BEAUTY INC,ULTA BEAUTY INC (Ulta Salon Cosmetics & Fragrance Inc prior to 01/2017),178704,0,CAUCASIAN/WHITE,NA,Mary Dillon,Mary,Dillon,NA,CEO,CEO,Executive Director,Yes,7/1/13,6/2/21,,,475,465379,487099
453,448,309,UNH,UNITEDHEALTH GROUP INC,UNITEDHEALTH GROUP INC,10903,0,CAUCASIAN/WHITE,NA,Dave Wichmann,Dave,Wichmann,NA,CEO,CEO,Executive Director,Yes,9/1/17,2/4/21,,,476,32107,333999
454,449,98,UNM,UNUM GROUP,UNUM GROUP (UnumProvident Corp prior to 03/2007),12726,0,CAUCASIAN/WHITE,NA,Rick McKenney,Rick,McKenney,NA,CEO,President/CEO,Executive Director,Yes,5/21/15,,,,477,31898,340641
455,450,142,UNP,UNION PACIFIC CORP,UNION PACIFIC CORP,10867,0,CAUCASIAN/WHITE,NA,Lance Fritz,Lance,Fritz,NA,CEO,Chairman/President/CEO,Executive Director,Yes,10/1/15,8/14/23,,,478,31786,603672
456,451,61,UPS,UNITED PARCEL SERVICE INC,UNITED PARCEL SERVICE (UPS) INC,10920,0,CAUCASIAN/WHITE,NA,David Abney,David,Abney,NA,CEO,Chairman/CEO,Executive Director,Yes,2/10/16,6/1/20,,,479,32137,41806
457,452,239,URI,UNITED RENTALS INC,UNITED RENTALS INC,66065,0,CAUCASIAN/WHITE,NA,Matt Flannery,Matt,Flannery,NA,CEO,President/CEO,Executive Director,Yes,5/8/19,,,,480,32144,628081
458,453,310,USB,US BANCORP,US BANCORP,4723,0,CAUCASIAN/WHITE,NA,Andy Cecere,Andy,Cecere,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/17/18,,,,481,31946,34167
459,454,418,V,VISA INC,VISA INC,179534,0,CAUCASIAN/WHITE,NA,Al Kelly Jr,Al,Kelly Jr,NA,CEO,Chairman/CEO,Executive Director,Yes,4/16/19,2/1/23,,,486,937594,33689
460,455,372,VAR,VARIAN MEDICAL SYSTEMS INC,VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021),11115,0,CAUCASIAN/WHITE,NA,Dow Wilson,Dow,Wilson,NA,CEO,President/CEO,Executive Director,Yes,9/29/12,10/5/20,,,487,32375,453565
461,456,423,VFC,VF CORP,VF CORP,11060,0,CAUCASIAN/WHITE,NA,Steve Rendle,Steve,Rendle,NA,CEO,Chairman (Executive)/President/CEO,Executive Director,Yes,10/28/17,12/2/22,,,488,32574,831805
462,457,485,VICI,VICI PROPERTIES INC,VICI PROPERTIES INC,32580,0,CAUCASIAN/WHITE,NA,Ed Pitoniak,Ed,Pitoniak,NA,CEO,CEO,Executive Director,Yes,2/1/18,,,,490,2771146,648089
464,459,145,VMC,VULCAN MATERIALS CO,VULCAN MATERIALS CO,11228,0,CAUCASIAN/WHITE,NA,Tom Hill,Tom,Hill,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/1/16,9/20/23,,,491,32979,1085549
465,460,486,VNO,VORNADO REALTY TRUST,VORNADO REALTY TRUST,11220,0,CAUCASIAN/WHITE,NA,Steve Roth,Steve,Roth,NA,CEO,Chairman/CEO,Executive Director,Yes,4/15/13,,,,492,32928,142089
466,461,344,VRSK,VERISK ANALYTICS INC,VERISK ANALYTICS INC,180652,0,CAUCASIAN/WHITE,NA,Scott Stephenson,Scott,Stephenson,NA,CEO,Chairman/President/CEO,Executive Director,Yes,4/1/16,5/5/22,,,494,1586724,982579
469,464,393,VTR,VENTAS INC,VENTAS INC (Vencor Inc prior to 04/1998),110179,0,CAUCASIAN/WHITE,NA,Debra Cafaro,Debra,Cafaro,NA,CEO,Chairman/CEO,Executive Director,Yes,11/2/10,,,,495,32450,180625
471,466,487,VZ,VERIZON COMMUNICATIONS INC,VERIZON COMMUNICATIONS INC,2136,0,CAUCASIAN/WHITE,NA,Hans Vestberg,Hans,Vestberg,NA,CEO,Chairman/CEO,Executive Director,Yes,3/8/19,,,,496,32507,454544
472,467,203,WAB,WABTEC CORP,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,60979,1,HISPANIC/LATIN AMERICAN,NA,Rafael Santana,Rafael,Santana,NA,CEO,President/CEO,Executive Director,Yes,7/1/19,,,,497,33000,1188120
474,469,229,WBA,WALGREENS BOOTS ALLIANCE INC,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),11264,0,CAUCASIAN/WHITE,NA,Stefano Pessina,Stefano,Pessina,NA,CEO,Executive Vice Chairman/CEO,Executive Director,Yes,7/9/15,3/15/21,,,498,33026,3997
476,471,302,WEC,WEC ENERGY GROUP INC,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),11550,0,CAUCASIAN/WHITE,NA,Kevin Fletcher,Kevin,Fletcher,NA,CEO,President/CEO,Executive Director,Yes,2/1/19,2/1/22,,,499,33607,885203
477,472,180,WELL,WELLTOWER INC,WELLTOWER INC (Health Care REIT Inc prior to 09/2015),5543,0,CAUCASIAN/WHITE,NA,Tom DeRosa,Tom,DeRosa,NA,CEO,Chairman/CEO,Executive Director,Yes,5/2/19,10/5/20,,,500,14484,183802
478,473,447,WFC,WELLS FARGO & CO,WELLS FARGO & CO,8007,0,CAUCASIAN/WHITE,NA,Charlie Scharf,Charlie,Scharf,NA,CEO,President/CEO,Executive Director,Yes,10/21/19,,,,501,33264,33951
479,474,102,WHR,WHIRLPOOL CORP,WHIRLPOOL CORP,11465,0,CAUCASIAN/WHITE,NA,Doctor Marc Bitzer,Marc ,Bitzer,NA,CEO,Chairman/President/CEO,Executive Director,Yes,1/1/19,9/1/21,,,503,33437,485987
480,475,166,WM,WASTE MANAGEMENT INC,WASTE MANAGEMENT INC,14477,0,CAUCASIAN/WHITE,NA,Jim Fish Jr,Jim,Fish Jr,NA,CEO,President/CEO,Executive Director,Yes,11/10/16,,,,504,33114,1119364
481,476,11,WMB,WILLIAMS COS INC,WILLIAMS COMPANIES INC,11506,0,CAUCASIAN/WHITE,NA,Alan Armstrong,Alan,Armstrong,NA,CEO,President/CEO,Executive Director,Yes,1/3/11,,,,505,33512,443291
482,477,5,WMT,WALMART INC,WALMART INC (Wal-Mart Stores Inc prior to 02/2018),11259,0,CAUCASIAN/WHITE,NA,Doug McMillon,Doug,McMillon,NA,CEO,President/CEO,Executive Director,Yes,2/1/14,,,,506,33046,32097
484,479,62,WRK,WESTROCK CO,WESTROCK CO,29830,0,CAUCASIAN/WHITE,NA,Steve Voorhees,Steve,Voorhees,NA,CEO,President/CEO,Executive Director,Yes,7/1/15,3/15/21,,,507,2302775,325766
485,480,188,WST,WEST PHARMACEUTICAL SVSC INC,WEST PHARMACEUTICAL SERVICES INC,11376,0,CAUCASIAN/WHITE,NA,Eric Green,Eric,Green,NA,CEO,President/CEO,Executive Director,Yes,12/17/15,5/24/22,,,508,33314,1194462
486,481,424,WU,WESTERN UNION CO,WESTERN UNION CO,175263,0,CAUCASIAN/WHITE,NA,Hikmet Ersek,Hikmet,Ersek,NA,CEO,President/CEO,Executive Director,Yes,9/1/10,12/31/21,,,509,840164,502258
487,482,405,WY,WEYERHAEUSER CO,WEYERHAEUSER CO,11456,0,CAUCASIAN/WHITE,NA,Devin Stockfish,Devin,Stockfish,NA,CEO,President/CEO,Executive Director,Yes,1/1/19,,,,510,33418,1266749
488,483,136,WYNN,WYNN RESORTS LTD,WYNN RESORTS LTD,149318,0,CAUCASIAN/WHITE,NA,Matt Maddox,Matt,Maddox,NA,CEO,CEO,Executive Director,Yes,5/29/19,1/31/22,,,511,136226,488858
490,485,374,XLNX,XILINX INC,XILINX INC (De-listed 02/2022),22325,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),NA,Victor Peng,Victor,Peng,NA,CEO,President/CEO,Executive Director,Yes,1/29/18,2/14/22,,,512,33857,339239
491,486,278,XOM,EXXON MOBIL CORP,EXXON MOBIL CORP,4503,0,CAUCASIAN/WHITE,NA,Darren Woods,Darren,Woods,NA,CEO,Chairman/CEO,Executive Director,Yes,1/1/17,,,,513,11430,1253894
492,487,35,XRAY,DENTSPLY SIRONA INC,DENTSPLY SIRONA INC (DENTSPLY International Inc prior to 02/2016),13700,0,CAUCASIAN/WHITE,NA,Don Casey Jr,Don,Casey Jr,NA,CEO,CEO,Executive Director,Yes,2/12/18,4/19/22,,,515,9023,590656
493,488,241,XRX,XEROX HOLDINGS CORP,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),11636,0,CAUCASIAN/WHITE,NA,John Visentin,John,Visentin,NA,CEO,Vice Chairman/CEO,Executive Director,Yes,5/14/18,6/28/22,,,516,33850,1117881
494,489,293,XYL,XYLEM INC,XYLEM INC,189491,0,CAUCASIAN/WHITE,NA,Patrick Decker,Patrick,Decker,NA,CEO,President/CEO,Executive Director,Yes,3/17/14,12/31/23,,,517,1731107,598774
496,491,75,ZBH,ZIMMER BIOMET HOLDINGS INC,ZIMMER BIOMET HOLDINGS INC (Zimmer Holdings Inc prior to 06/2015),144559,0,CAUCASIAN/WHITE,NA,Bryan Hanson,Bryan,Hanson,NA,CEO,President/CEO,Executive Director,Yes,12/19/17,5/14/21,,,520,34134,1119554
497,492,230,ZBRA,ZEBRA TECHNOLOGIES CP -CL A,ZEBRA TECHNOLOGIES CORP,24405,0,CAUCASIAN/WHITE,NA,Anders Gustafsson,Anders,Gustafsson,NA,CEO,CEO,Executive Director,Yes,9/4/07,3/1/23,,,521,34075,204453
498,493,48,ZION,ZIONS BANCORPORATION NA,ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018),11687,0,CAUCASIAN/WHITE,NA,Harris Simmons,Harris,Simmons,NA,CEO,Chairman/CEO,Executive Director,Yes,3/4/14,,,,522,34139,57861
