"coid","tic","conm_x","gvkey","ceo_name","2First.x","2Last.x","ceo_ethnicity","ceo_race(black)","ceo_minority","ceo_gender","ceo_female","2020_active","2020_active_may26_dec31","2020_two_ceos","2020_co-ceo","2020_ceo_change","2020_ceo_change_date","2020_in_or_out","ethnicity_boardex","BE_from_bermiss","Actual_Bermiss_discrepancy","RoleType_boardex","RoleName_boardex","Interim_boardex","DateStartRole_boardex","DateEndRole_boardex","2First.y","2Last.y"
321,"RTN","RAYTHEON CO",8972,"Thomas A. Kennedy",NA,NA,"Caucasian/White",0,0,"M",0,0,0,0,0,1,"4/1/20","outgoing","CAUCASIAN/WHITE",1,0,"CEO",NA,0,"3/1/14","4/1/20",NA,NA
322,"RTX","RAYTHEON TECHNOLOGIES CORP",10983,"Gregory J. Hayes",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/3/20",NA,NA,NA
207,"O","REALTY INCOME CORP",30822,"Sumit Roy",NA,NA,"Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","President/CEO",0,"10/16/18",NA,NA,NA
19,"RHT","RED HAT INC",122841,"Paul Cormier",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/1/20","7/1/22",NA,NA
119,"REG","REGENCY CENTERS CORP",29099,"Lisa Palmer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/20",NA,NA,NA
292,"REGN","REGENERON PHARMACEUTICALS",23812,"Doctor Len Schleifer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/94","6/9/23",NA,NA
144,"RF","REGIONS FINANCIAL CORP",4674,"John Turner Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"7/2/18",NA,NA,NA
42,"RSG","REPUBLIC SERVICES INC",112168,"Don Slager",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/1/19","5/21/21",NA,NA
209,"RMD","RESMED INC",31887,"Mick Farrell",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"OTHER",NA,0,"CEO","CEO",0,"3/1/13","1/25/23",NA,NA
417,"RHI","ROBERT HALF INTL INC",2312,"Michael Waddell",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Vice Chairman/CEO/President",0,"12/15/19",NA,NA,NA
301,"ROK","ROCKWELL AUTOMATION",9203,"Blake Moret",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/18",NA,NA,NA
99,"ROP","ROPER TECHNOLOGIES INC",24925,"Laurence Hunn",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/19/18",NA,NA,NA
429,"ROST","ROSS STORES INC",9248,"Barbara Rentler",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"6/1/14","5/19/21",NA,NA
130,"RCL","ROYAL CARIBBEAN GROUP",28191,"Richard Fain",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/1/88","1/3/22",NA,NA
481,"SPGI","S&P GLOBAL INC",7163,"Doug Peterson",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/1/13",NA,NA,NA
442,"CRM","SALESFORCE INC",157855,"Marc Benioff",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"6/21/05",NA,NA,NA
170,"SBAC","SBA COMMUNICATIONS CORP",121382,"Jeff Stoops",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/02","12/31/23",NA,NA
163,"SLB","SCHLUMBERGER LTD",9465,"Olivier Le Peuch",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"8/1/19",NA,NA,NA
100,"SCHW","SCHWAB (CHARLES) CORP",13988,"Walt Bettinger II",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"10/1/08","10/15/21",NA,NA
33,"SEE","SEALED AIR CORP",9555,"Ted Doheny II",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/18","10/23/23",NA,NA
210,"SRE","SEMPRA ENERGY",8272,"Jeffrey W. Martin",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO",NA,0,NA,NA,NA,NA
365,"NOW","SERVICENOW INC",171007,"Bill McDermott",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/18/19","10/25/22",NA,NA
286,"SHW","SHERWIN-WILLIAMS CO",9667,"John Morikis",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"3/1/19","3/12/21",NA,NA
250,"SPG","SIMON PROPERTY GROUP INC",29389,"David Simon",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"2/15/19",NA,NA,NA
133,"SWKS","SKYWORKS SOLUTIONS INC",1327,"Liam Griffin",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/11/16","5/13/21",NA,NA
480,"SLG","SL GREEN REALTY CORP",65290,"Marc Holliday",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/19","12/31/23",NA,NA
82,"SJM","SMUCKER (JM) CO",9777,"Mark Smucker",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/1/16","8/17/22",NA,NA
110,"SNA","SNAP-ON INC",9778,"Nick Pinchuk",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/23/09",NA,NA,NA
60,"SO","SOUTHERN CO",9850,"Tom Fanning",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,0,"CEO","Chairman/President/CEO",0,"12/1/10","3/31/23","Christopher","Womack"
272,"LUV","SOUTHWEST AIRLINES",9882,"Gary Kelly",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/10/17","2/1/22",NA,NA
245,"SWK","STANLEY BLACK & DECKER INC",10016,"Jim Loree",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"8/1/16","2/23/21",NA,NA
403,"SBUX","STARBUCKS CORP",25434,"Kevin Johnson",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/3/17","4/4/22",NA,NA
435,"STT","STATE STREET CORP",10035,"Ronald P. O'Hanley",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/19",NA,NA,NA
191,"SYK","STRYKER CORP",10115,"Kevin Lobo",NA,NA,"Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","Chair/CEO",0,"8/1/18","10/1/21",NA,NA
369,"SIVB","SVB FINANCIAL GROUP",17120,"Gregory W. Becker",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/1/11","3/10/23",NA,NA
238,"SYF","SYNCHRONY FINANCIAL",20686,"Margaret Keane",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/2/19","4/1/21",NA,NA
370,"SNPS","SYNOPSYS INC",24975,"Doctor Aart De Geus",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,1,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/Co-CEO",0,"1/1/86",NA,NA,NA
370,"SNPS","SYNOPSYS INC",24975,"Doctor Aart De Geus",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,1,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/Co-CEO",0,"1/1/86",NA,NA,NA
370,"SNPS","SYNOPSYS INC",24975,"Doctor Chi-Foon Chan",NA,NA,"Asian/Chinese",0,1,"M",0,1,1,1,1,0,NA,NA,NA,NA,0,"CEO","President/Co-CEO",0,"5/21/12","4/30/22",NA,NA
370,"SNPS","SYNOPSYS INC",24975,"Doctor Chi-Foon Chan",NA,NA,"Asian/Chinese",0,1,"M",0,1,1,1,1,0,NA,NA,NA,NA,0,"CEO","President/Co-CEO",0,"5/21/12","4/30/22",NA,NA
164,"SYY","SYSCO CORP",10247,"Kevin Hourican",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/1/20",NA,NA,NA
404,"TMUS","T-MOBILE US INC",17874,"John Legere",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Apr","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"9/1/12","4/1/20",NA,NA
404,"TMUS","T-MOBILE US INC",17874,"Mike Sievert",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Apr","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/1/20",NA,NA,NA
484,"TTWO","TAKE-TWO INTERACTIVE SFTWR",64630,"Strauss Zelnick",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman (Executive)/CEO",0,"1/1/11",NA,NA,NA
482,"TPR","TAPESTRY INC",140541,"Joanne Crevoiserat",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"7/20/20",NA,NA,NA
165,"TRGP","TARGA RESOURCES CORP",185532,"Joe Bob Perkins",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Mar","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/12","3/1/20",NA,NA
165,"TRGP","TARGA RESOURCES CORP",185532,"Matthew J. Meloy",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Mar","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/1/20",NA,NA,NA
308,"TGT","TARGET CORP",3813,"Brian Cornell",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chair/CEO",0,"8/12/14",NA,NA,NA
308,"TGT","TARGET CORP",3813,"Brian Cornell",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chair/CEO",0,"8/12/14",NA,NA,NA
198,"TDY","TELEDYNE TECHNOLOGIES INC",126721,"Robert Mehrabian",NA,NA,"Middle Eastern",0,1,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"11/15/18",NA,NA,NA
323,"TER","TERADYNE INC",10453,"Mark Jagiela",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"2/1/14","7/1/22",NA,NA
337,"TSLA","TESLA INC",184996,"Elon Musk",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"11/7/18",NA,NA,NA
277,"TXN","TEXAS INSTRUMENTS INC",10499,"Rich Templeton",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"7/17/18","4/1/23",NA,NA
215,"TXT","TEXTRON INC",10519,"Scott Donnelly",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"9/1/10",NA,NA,NA
325,"TMO","THERMO FISHER SCIENTIFIC INC",10530,"Marc N. Casper",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"10/1/09",NA,NA,NA
324,"TJX","TJX COS INC (THE)",11672,"Ernie Herrman",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/31/16",NA,NA,NA
87,"TSCO","TRACTOR SUPPLY CO",29736,"Hal Lawton",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/13/20",NA,NA,NA
287,"TDG","TRANSDIGM GROUP INC",148349,"Doctor Kevin Stein",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/26/18",NA,NA,NA
483,"TRV","TRAVELERS COS INC",62689,"Alan Schnitzer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","Chairman/CEO",0,"8/1/17",NA,NA,NA
371,"TRMB","TRIMBLE INC",22815,"Steven W. Berglund",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Jan","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/1/99","1/4/20",NA,NA
371,"TRMB","TRIMBLE INC",22815,"Robert G. Painter",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Jan","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/4/20",NA,NA,NA
34,"TFC","TRUIST FINANCIAL CORP",11856,"Kelly King",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"12/20/16","9/12/21",NA,NA
446,"TWTR","TWITTER INC",18872,"Jack Dorsey",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"9/30/15","11/29/21",NA,NA
109,"TYL","TYLER TECHNOLOGIES INC",10789,"H Moore Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/10/18",NA,NA,NA
101,"UDR","UDR INC",10894,"Tom Toomey",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/19",NA,NA,NA
126,"ULTA","ULTA BEAUTY INC",178704,"Mary Dillon",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"7/1/13","6/2/21",NA,NA
46,"UAA","UNDER ARMOUR INC",165052,"Patrik Frisk",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/20","6/1/22",NA,NA
142,"UNP","UNION PACIFIC CORP",10867,"Lance Fritz",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/President/CEO",0,"10/1/15","8/14/23",NA,NA
392,"UAL","UNITED AIRLINES HOLDINGS INC",10795,"Oscar Munoz",NA,NA,"Hispanic/Latino",0,1,"M",0,1,0,0,0,1,"5/1/20","outgoing","CAUCASIAN/WHITE",1,1,"CEO","CEO",1,"5/20/20","5/1/20","Brett","Hart"
61,"UPS","UNITED PARCEL SERVICE INC",10920,"Carol Tome",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,1,"6/1/20","incoming","CAUCASIAN/WHITE",0,0,"CEO","Chairman/CEO",0,"6/1/20",NA,"Michael","Eskew"
61,"UPS","UNITED PARCEL SERVICE INC",10920,"David Abney",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"5/31/20","outgoing","CAUCASIAN/WHITE",0,0,"CEO","Chairman/CEO",0,"2/10/16","5/31/20","Michael","Eskew"
239,"URI","UNITED RENTALS INC",66065,"Matt Flannery",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"5/8/19",NA,NA,NA
309,"UNH","UNITEDHEALTH GROUP INC",10903,"Dave Wichmann",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","CEO",0,"9/1/17","2/4/21",NA,NA
232,"UHS","UNIVERSAL HEALTH SVCS INC",11032,"Alan Miller",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/20/09","1/1/21",NA,NA
98,"UNM","UNUM GROUP",12726,"Rick McKenney",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/21/15",NA,NA,NA
310,"USB","US BANCORP",4723,"Andy Cecere",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/17/18",NA,NA,NA
190,"VLO","VALERO ENERGY CORP",15247,"Joseph W. Gorder",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"5/1/14",NA,NA,NA
393,"VTR","VENTAS INC",110179,"Debra Cafaro",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"11/2/10",NA,NA,NA
74,"VRSN","VERISIGN INC",66368,"D. James Bidzos",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"8/1/11",NA,NA,NA
344,"VRSK","VERISK ANALYTICS INC",180652,"Scott Stephenson",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/1/16","5/5/22",NA,NA
487,"VZ","VERIZON COMMUNICATIONS INC",2136,"Hans Vestberg",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"3/8/19",NA,NA,NA
436,"VRTX","VERTEX PHARMACEUTICALS INC",24344,"Jeffrey M. Leiden",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Apr","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/1/12","4/1/20",NA,NA
436,"VRTX","VERTEX PHARMACEUTICALS INC",24344,"Reshma Kewalramani",NA,NA,"Asian/Indian",0,1,"F",1,1,1,0,0,1,"20-Apr","incoming","INDIAN/SOUTH ASIAN",NA,0,"CEO",NA,0,"4/1/20",NA,NA,NA
423,"VFC","VF CORP",11060,"Steve Rendle",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman (Executive)/President/CEO",0,"10/28/17","12/2/22",NA,NA
91,"VTRS","VIATRIS INC",7637,"Michael Goettler",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"11/16/20",NA,NA,NA
485,"VICI","VICI PROPERTIES INC",32580,"Ed Pitoniak",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"2/1/18",NA,NA,NA
418,"V","VISA INC",179534,"Al Kelly Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/16/19","2/1/23",NA,NA
486,"VNO","VORNADO REALTY TRUST",11220,"Steve Roth",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/15/13",NA,NA,NA
145,"VMC","VULCAN MATERIALS CO",11228,"Tom Hill",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/16","9/20/23",NA,NA
145,"VMC","VULCAN MATERIALS CO",11228,"Tom Hill",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/16","9/20/23",NA,NA
203,"WAB","WABTEC CORP",60979,"Rafael Santana",NA,NA,"Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","President/CEO",0,"7/1/19",NA,NA,NA
229,"WBA","WALGREENS BOOTS ALLIANCE INC",11264,"Stefano Pessina",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Executive Vice Chairman/CEO",0,"7/9/15","3/15/21","Rosalind","Brewer"
5,"WMT","WALMART INC",11259,"Doug McMillon",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","President/CEO",0,"2/1/14",NA,NA,NA
10,"TWX","WarnerMedia",164296,"Jason Kilar",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"5/1/20","4/8/22",NA,NA
166,"WM","WASTE MANAGEMENT INC",14477,"Jim Fish Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/11/16",NA,NA,NA
179,"WAT","WATERS CORP",61574,"Christopher J. O'Connell",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"9/1/15",NA,NA,NA
302,"WEC","WEC ENERGY GROUP INC",11550,"Kevin Fletcher",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"2/1/19","2/1/22",NA,NA
447,"WFC","WELLS FARGO & CO",8007,"Charlie Scharf",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"10/21/19",NA,NA,NA
188,"WST","WEST PHARMACEUTICAL SVSC INC",11376,"Eric Green",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/17/15","5/24/22",NA,NA
373,"WDC","WESTERN DIGITAL CORP",11399,"David Goeckeler",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/9/20",NA,NA,NA
424,"WU","WESTERN UNION CO",175263,"Hikmet Ersek",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","President/CEO",0,"9/1/10","12/31/21","Devin","McGranahan"
62,"WRK","WESTROCK CO",29830,"Steve Voorhees",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"7/1/15","3/15/21",NA,NA
405,"WY","WEYERHAEUSER CO",11456,"Devin Stockfish",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/19",NA,NA,NA
102,"WHR","WHIRLPOOL CORP",11465,"Doctor Marc Bitzer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/President/CEO",0,"1/1/19","9/1/21",NA,NA
11,"WMB","WILLIAMS COS INC",11506,"Alan Armstrong",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/3/11",NA,NA,NA
136,"WYNN","WYNN RESORTS LTD",149318,"Matt Maddox",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/29/19","1/31/22",NA,NA
311,"XEL","XCEL ENERGY INC",7977,"Benjamin G.S. Fowke III",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"8/24/11","8/18/21",NA,NA
241,"XRX","XEROX HOLDINGS CORP",11636,"John Visentin",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Vice Chairman/CEO",0,"5/14/18","6/28/22","Ursula","Burns"
374,"XLNX","XILINX INC",22325,"Victor Peng",NA,NA,"Asian/Chinese",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","President/CEO",0,"1/29/18","2/14/22",NA,NA
293,"XYL","XYLEM INC",189491,"Patrick Decker",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"3/17/14","12/31/23",NA,NA
