"coid","tic","conm_x","gvkey","ceo_name","2First.x","2Last.x","ceo_ethnicity","ceo_race(black)","ceo_minority","ceo_gender","ceo_female","2020_active","2020_active_may26_dec31","2020_two_ceos","2020_co-ceo","2020_ceo_change","2020_ceo_change_date","2020_in_or_out","ethnicity_boardex","BE_from_bermiss","Actual_Bermiss_discrepancy","RoleType_boardex","RoleName_boardex","Interim_boardex","DateStartRole_boardex","DateEndRole_boardex","2First.y","2Last.y"
240,"WRB","BERKLEY (W R) CORP",14822,"W. Robert Berkley Jr.",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Jan","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"10/31/15",NA,NA,NA
149,"CNP","CENTERPOINT ENERGY INC",5742,"Scott M. Prochazka",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Feb","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/1/14","2/19/20",NA,NA
149,"CNP","CENTERPOINT ENERGY INC",5742,"John W. Somerhalder II",NA,NA,"Caucasian/White",0,0,"M",0,1,1,1,0,1,"20-Feb","incoming",NA,NA,0,"CEO",NA,0,"2/19/20",NA,NA,NA
329,"DIS","DISNEY (WALT) CO",3980,"Robert A. Iger",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Feb","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"10/5/24","2/25/20",NA,NA
141,"BRK.B","BERKSHIRE HATHAWAY",2176,"Warren Buffett",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/70",NA,NA,NA
305,"BBY","BEST BUY CO INC",2184,"Corie Barry",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",0,0,"CEO","CEO",0,"6/11/19",NA,"Bradbury","Anderson"
338,"BIO","BIO-RAD LABORATORIES INC",2220,"Norman Schwartz",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/12",NA,NA,NA
314,"BIIB","BIOGEN INC",24468,"Michel Vounatsos",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"1/6/17","11/14/22",NA,NA
452,"BLK","BLACKROCK INC",124434,"Larry Fink",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/98",NA,NA,NA
378,"BA","BOEING CO",2285,"David L. Calhoun",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",1,NA,NA,NA,NA
234,"BKNG","BOOKING HOLDINGS INC",119314,"Glenn Fogel",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO/Division CEO",0,"6/26/19",NA,NA,NA
171,"BWA","BORGWARNER INC",28742,"Frederic Lissalde",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"8/1/18",NA,NA,NA
432,"BXP","BOSTON PROPERTIES INC",64925,"Owen Thomas",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"4/2/13","5/19/22",NA,NA
315,"BSX","BOSTON SCIENTIFIC CORP",25279,"Mike Mahoney",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"5/3/16",NA,NA,NA
453,"BMY","BRISTOL-MYERS SQUIBB CO",2403,"Doctor Giovanni Caforio",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/2/17","11/1/23",NA,NA
351,"AVGO","BROADCOM INC",180711,"Hock Tan",NA,NA,"Asian/Malaysian",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","President/CEO",0,"8/6/09",NA,NA,NA
137,"BR","BROADRIDGE FINANCIAL SOLUTNS",176928,"Timothy C. Gokey",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"1/2/19",NA,NA,NA
194,"BF.B","BROWN FORMAN CORP",2435,"Lawson Whiting",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"3/28/19",NA,NA,NA
490,"BG","BUNGE LTD",144435,"Greg Heckman",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"4/25/19",NA,NA,NA
306,"CHRW","C H ROBINSON WORLDWIDE INC",65609,"Bob Biesterfeld Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/9/19","12/31/22",NA,NA
352,"CDNS","CADENCE DESIGN SYSTEMS INC",13421,"Lip-Bu Tan",NA,NA,"Asian/Malaysian",0,1,"M",0,1,1,0,0,0,NA,NA,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,0,"CEO","CEO",0,"11/16/17","12/15/21",NA,NA
282,"CPB","CAMPBELL SOUP CO",2663,"Mark Clouse",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/22/19",NA,NA,NA
69,"COF","CAPITAL ONE FINANCIAL CORP",30990,"Rich Fairbank",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/24/03",NA,NA,NA
261,"CAH","CARDINAL HEALTH INC",2751,"Mike Kaufmann",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"9/1/19","9/1/22",NA,NA
258,"KMX","CARMAX INC",64410,"Bill Nash",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/1/16",NA,NA,NA
127,"CCL","CARNIVAL CORPORATION & PLC",13498,"Arnold Donald",NA,NA,"African American/Black",1,1,"M",0,1,1,0,0,0,NA,NA,"BLACK/AFRICAN AMERICAN",1,0,"CEO","President/CEO",0,"7/3/13","1/1/22",NA,NA
168,"CARR","CARRIER GLOBAL CORP",36191,"David L. Gitlin",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/1/20",NA,NA,NA
204,"CTLT","CATALENT INC",20228,"John Chiminski",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"2/13/19","7/1/22",NA,NA
222,"CAT","CATERPILLAR INC",2817,"Jim Umpleby III",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"12/12/18",NA,NA,NA
380,"CBOE","CBOE GLOBAL MARKETS INC",184500,"Ed Tilly",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/14/19","5/12/22",NA,NA
264,"CBRE","CBRE GROUP INC",260774,"Bob Sulentic",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/1/12","11/17/23",NA,NA
223,"CDW","CDW CORP",28320,"Chris Leahy",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/19","1/5/23",NA,NA
265,"CE","CELANESE CORP",162254,"Lori J. Ryerkerk",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"5/1/19",NA,NA,NA
491,"CNC","CENTENE CORP",145552,"Michael Neidorff",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/23/19","9/7/21",NA,NA
329,"DIS","DISNEY (WALT) CO",3980,"Bob Chapek",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Feb","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/25/20","12/21/24",NA,NA
354,"EBAY","EBAY INC",114524,"Devin N. Wenig",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"19-Sep","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"7/15/24","9/25/19",NA,NA
84,"CERN","CERNER CORP",12850,"D Shafer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"PREFER NOT TO DISCLOSE",NA,0,"CEO","Chairman/CEO",0,"2/1/18","10/1/21",NA,NA
224,"CF","CF INDUSTRIES HOLDINGS INC",163946,"Tony Will",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/2/14",NA,NA,NA
235,"CHTR","CHARTER COMMUNICATIONS INC",126136,"Tom Rutledge",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"7/26/16","11/30/22",NA,NA
340,"CVX","CHEVRON CORP",2991,"Mike Wirth",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"2/1/18",NA,NA,NA
131,"CMG","CHIPOTLE MEXICAN GRILL INC",165914,"Brian Niccol",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"3/1/18",NA,NA,NA
303,"CHD","CHURCH & DWIGHT INC",3026,"Matthew Farrell",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"5/2/19",NA,NA,NA
242,"CI","CIGNA CORP",2547,"David Cordani",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"12/25/09","1/1/22",NA,NA
174,"CTAS","CINTAS CORP",3062,"Scott Farmer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"9/30/16","5/31/21",NA,NA
353,"CSCO","CISCO SYSTEMS INC",20779,"Chuck Robbins",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chair/CEO",0,"12/11/17",NA,NA,NA
454,"C","CITIGROUP INC",3243,"Mike Corbat",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","CEO",0,"10/15/12","2/26/21",NA,NA
212,"CFG","CITIZENS FINANCIAL GROUP INC",21825,"Bruce van Saun",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"9/24/14",NA,NA,NA
257,"CTXS","CITRIX SYSTEMS INC",61676,"David J. Henshall",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"7/17/24","10/21/24",NA,NA
381,"CME","CME GROUP INC",149070,"The Hon. Terry Duffy",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"11/10/16",NA,NA,NA
55,"KO","COCA-COLA CO",3144,"James Quincey",NA,NA,"Caucasian/White",0,0,"M",0,0,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"4/24/19",NA,NA,NA
182,"CTSH","COGNIZANT TECH SOLUTIONS",111864,"Brian Humphries",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"4/1/19","1/12/23",NA,NA
455,"CL","COLGATE-PALMOLIVE CO",3170,"Noel Wallace",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"4/1/19",NA,NA,NA
437,"CMCSA","COMCAST CORP",3226,"Brian Roberts",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/President/CEO",0,"5/25/04","10/11/22",NA,NA
266,"CMA","COMERICA INC",3231,"Curtis C. Farmer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/19/24",NA,NA,NA
379,"CAG","CONAGRA BRANDS INC",3362,"Sean Connolly",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"4/6/15",NA,NA,NA
150,"COP","CONOCOPHILLIPS",8549,"Ryan Lance",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"5/1/12",NA,NA,NA
111,"STZ","CONSTELLATION BRANDS",2710,"Bill Newlands Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"3/1/19",NA,NA,NA
44,"CEG","CONSTELLATION ENE CORP",40614,"Joseph Dominguez",NA,NA,"Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"3/22/24",NA,NA,NA
339,"COO","COOPER COS INC (THE)",3504,"Al White III",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/1/18",NA,NA,NA
267,"CPRT","COPART INC",29901,"Jay Adair",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"2/12/10","4/1/22",NA,NA
85,"GLW","CORNING INC",3532,"Wendell P. Weeks",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/5/24",NA,NA,NA
246,"CTVA","CORTEVA INC",35168,"Jim Collins Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"6/3/19","11/1/21",NA,NA
488,"CSGP","COSTAR GROUP INC",112111,"Andy Florance",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/95",NA,NA,NA
397,"COST","COSTCO WHOLESALE CORP",29028,"W Jelinek",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/12","2/2/22",NA,NA
151,"CTRA","COTERRA ENERGY INC",20548,"Dan Dinges",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"5/2/02","10/1/21",NA,NA
148,"CCI","CROWN CASTLE INC",113490,"Jay Brown",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,1,"CEO","President/CEO",0,"6/1/16","1/16/24",NA,NA
117,"CSX","CSX CORP",2574,"Jim Foote",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/22/17","9/26/22",NA,NA
86,"CMI","CUMMINS INC",3650,"Tom Linebarger",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/12","8/1/22",NA,NA
213,"CVS","CVS HEALTH CORP",7241,"Larry Merlo",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"3/1/11","2/1/21",NA,NA
115,"DHI","D R HORTON INC",25340,"David V. Auld",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"10/1/14",NA,NA,NA
218,"DRI","DARDEN RESTAURANTS INC",31846,"Gene Lee Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"2/22/15","5/1/22","Clarence","Otis"
420,"DVA","DAVITA INC",61483,"Javier Rodriguez",NA,NA,"Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","CEO",0,"6/1/19",NA,NA,NA
49,"DAL","DELTA AIR LINES INC",3851,"Ed Bastian",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/2/16",NA,NA,NA
35,"XRAY","DENTSPLY SIRONA INC",13700,"Don Casey Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"2/12/18","4/19/22",NA,NA
24,"DVN","DEVON ENERGY CORP",14934,"Dave Hager",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"6/8/16","1/7/21",NA,NA
205,"DXCM","DEXCOM INC",162887,"Kevin Sayer",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"7/30/18",NA,NA,NA
66,"FANG","DIAMONDBACK ENERGY INC",170750,"Travis Stice",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"1/1/17","2/22/22",NA,NA
335,"DLR","DIGITAL REALTY TRUST INC",160991,"Bill Stein",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"5/1/15","12/13/22",NA,NA
225,"DFS","DISCOVER FINANCIAL SVCS",177376,"Roger Hochschild",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"10/1/18","8/14/23",NA,NA
216,"DISH","DISH NETWORK CORP",60900,"W. Erik Carlson",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"12/5/17",NA,NA,NA
354,"EBAY","EBAY INC",114524,"Scott Schenkel (Interim)",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Apr","interim","CAUCASIAN/WHITE",NA,0,"CEO","CEO",1,"9/25/19","4/27/20",NA,NA
354,"EBAY","EBAY INC",114524,"Jamie Iannone",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,1,"20-Apr","incoming","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"4/27/20",NA,NA,NA
255,"DG","DOLLAR GENERAL CORP",4016,"Todd Vasos",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"6/3/15","11/1/22",NA,NA
341,"DPZ","DOMINO'S PIZZA INC",160211,"Ritch Allison Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","CEO",0,"7/1/18","4/26/22",NA,NA
185,"DOV","DOVER CORP",4058,"Rich Tobin",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/1/18","2/10/24",NA,NA
96,"DOW","DOW INC",34443,"James R. Fitterling",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"7/1/18",NA,NA,NA
296,"DTE","DTE ENERGY CO",3897,"Jerry Norcia",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"7/1/19","5/5/22",NA,NA
29,"DUK","DUKE ENERGY CORP",4093,"Lynn Good",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"1/1/16",NA,NA,NA
247,"DRE","DUKE REALTY CORP",13510,"Jim Connor",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"4/26/17","10/3/22",NA,NA
294,"DD","DUPONT DE NEMOURS INC",4060,"Edward D. Breen",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"2/20/24",NA,NA,NA
65,"DXC","DXC TECHNOLOGY CO",3336,"Mike Salvino",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/12/19","7/26/22",NA,NA
26,"EMN","EASTMAN CHEMICAL CO",29392,"Mark Costa",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chair/CEO",0,"6/30/14",NA,NA,NA
51,"FLT","FLEETCOR TECHNOLOGIES INC",184700,"Ron Clarke",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"12/15/10",NA,NA,NA
226,"FBHS","FORTUNE BRANDS HOME & SECUR",188255,"Christopher J. Klein",NA,NA,"Caucasian/White",0,0,"M",0,1,0,0,0,1,"20-Jan","outgoing","CAUCASIAN/WHITE",NA,0,"CEO",NA,0,"10/11/24","1/6/20",NA,NA
333,"ECL","ECOLAB INC",4213,"Doug Baker Jr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"12/2/11","1/1/21",NA,NA
330,"EIX","EDISON INTERNATIONAL",9846,"Pedro Pizarro",NA,NA,"Hispanic/Latino",0,1,"M",0,1,1,0,0,0,NA,NA,"HISPANIC/LATIN AMERICAN",NA,0,"CEO","President/CEO",0,"9/30/16",NA,NA,NA
132,"EW","EDWARDS LIFESCIENCES CORP",133366,"Mike Mussallem",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"3/31/00","5/11/23",NA,NA
412,"EA","ELECTRONIC ARTS INC",16721,"Andrew Wilson",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"9/17/13","8/12/21",NA,NA
248,"ELV","ELEVANCE HEALTH INC",145046,"Gail Boudreaux",NA,NA,"Caucasian/White",0,0,"F",1,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"11/20/17",NA,NA,NA
492,"EMR","EMERSON ELECTRIC CO",4321,"David Farr",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"10/5/10","2/5/21",NA,NA
426,"ENPH","ENPHASE ENERGY INC",187450,"Badri Kothandaraman",NA,NA,"Asian/Indian",0,1,"M",0,1,1,0,0,0,NA,NA,"INDIAN/SOUTH ASIAN",NA,0,"CEO","President/CEO",0,"9/3/17",NA,NA,NA
440,"ETR","ENTERGY CORP",7366,"Leo Denault",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","Chairman/CEO",0,"2/1/13",NA,NA,NA
152,"EOG","EOG RESOURCES INC",16478,"Bill Thomas",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/CEO",0,"1/1/14","9/30/21",NA,NA
121,"EPAM","EPAM SYSTEMS INC",187697,"Arkadiy Dobkin",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","Chairman/President/CEO",0,"2/8/12",NA,NA,NA
50,"EFX","EQUIFAX INC",4423,"Mark Begor",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","CEO",0,"4/16/18",NA,NA,NA
413,"EQIX","EQUINIX INC",138743,"Charles Meyers",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"9/12/18",NA,NA,NA
382,"EQR","EQUITY RESIDENTIAL",28733,"Mark Parrell",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"12/31/18",NA,NA,NA
414,"ESS","ESSEX PROPERTY TRUST",30293,"Mike Schall",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"1/1/11","3/31/23",NA,NA
457,"EL","ESTEE LAUDER COMPANIES INC",61567,"Fabrizio Freda",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",1,1,"CEO","President/CEO",0,"7/1/09",NA,NA,NA
407,"ETSY","ETSY INC",23238,"Josh Silverman",NA,NA,"Caucasian/White",0,0,"M",0,1,1,0,0,0,NA,NA,"CAUCASIAN/WHITE",NA,0,"CEO","President/CEO",0,"5/3/17",NA,NA,NA
