coid,tic,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),ceo_name,2DirectorName,2First,2Last,3FirstName,3LastName,1ceo_race(black),2BE,3RoleType,3RoleName,3Seniority,2020_Active,2020_Active_May26_Dec31,2020_CEO_Change,2020_2CEOs,2Female,2Gender,2AnnDate,2EndDate,3DateStartRole,3DateEndRole,X3num,X3CompanyID,X3DirectorID,2num,2permno,2Confounded,2Interim
352,CDNS,CADENCE DESIGN SYSTEMS INC,NA,CADENCE DESIGN SYSTEMS INC,13421,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),Lip-Bu Tan,,,,Lip-Bu,Tan,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/16/17,12/15/21,75,5480,182411,NA,NA,NA,NA
353,CSCO,CISCO SYSTEMS INC,NA,CISCO SYSTEMS INC,20779,0,CAUCASIAN/WHITE,Chuck Robbins,,,,Chuck,Robbins,NA,NA,CEO,Chair/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/11/17,NA,101,6908,536628,NA,NA,NA,NA
354,EBAY,EBAY INC,NA,NA,114524,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,FTNT,FORTINET INC,NA,FORTINET INC,183377,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),Ken Xie,,,,Ken,Xie,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/11/13,NA,193,1606380,1055310,NA,NA,NA,NA
356,GOOGL,ALPHABET INC,NA,ALPHABET INC (Google Inc prior to 10/2015),160329,1,INDIAN/SOUTH ASIAN,Sundar Pichai,,,,Sundar,Pichai,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/3/19,NA,204,116351,887679,NA,NA,NA,NA
357,HPQ,HP INC,NA,HP INC (Hewlett-Packard Co prior to 11/2015),5606,1,HISPANIC/LATIN AMERICAN,Enrique Lores,,,,Enrique,Lores,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/1/19,NA,223,14722,607415,NA,NA,NA,NA
358,INTC,INTEL CORP,NA,INTEL CORP,6008,0,CAUCASIAN/WHITE,Bob Swan,,,,Bob,Swan,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/30/19,2/15/21,240,16239,48076,NA,NA,NA,NA
359,INTU,INTUIT INC,NA,INTUIT INC,27928,1,MIDDLE-EASTERN/NORTH AFRICAN,Sasan Goodarzi,,,,Sasan,Goodarzi,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,2/1/24,241,16626,556870,NA,NA,NA,NA
360,ISRG,INTUITIVE SURGICAL INC,NA,INTUITIVE SURGICAL INC,136725,0,CAUCASIAN/WHITE,Doctor Gary Guthart,,,,Gary,Guthart,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/10,5/16/23,249,16627,324511,NA,NA,NA,NA
361,JNPR,JUNIPER NETWORKS INC,NA,JUNIPER NETWORKS INC,121718,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),Rami Rahim,,,,Rami,Rahim,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/10/14,NA,258,17580,1275216,NA,NA,NA,NA
362,KLAC,KLA CORP,NA,KLA CORP (KLA Tencor Corp prior to 07/2019),6304,0,CAUCASIAN/WHITE,Rick Wallace,,,,Rick,Wallace,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/13/08,NA,267,17984,51071,NA,NA,NA,NA
363,MXIM,MAXIM INTEGRATED PRODUCTS,NA,MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021),14256,1,MIDDLE-EASTERN/NORTH AFRICAN,Tunc Doluca,,,,Tunc,Doluca,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/07,8/26/21,333,19863,36387,NA,NA,NA,NA
364,NFLX,NETFLIX INC,NA,NETFLIX INC,147579,0,CAUCASIAN/WHITE,Wilmot Hastings Jr,,,,Wilmot,Hastings Jr,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/99,7/14/20,338,93427,182088,NA,NA,NA,NA
365,NOW,SERVICENOW INC,NA,SERVICENOW INC,171007,0,CAUCASIAN/WHITE,Bill McDermott,,,,Bill,McDermott,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/18/19,10/25/22,344,1830138,206474,NA,NA,NA,NA
366,NTAP,NETAPP INC,NA,NETAPP INC (Network Appliance Inc prior to 03/2008),61591,1,INDIAN/SOUTH ASIAN,George Kurian,,,,George,Kurian,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/20/16,7/1/20,349,21903,1448606,NA,NA,NA,NA
367,NVDA,NVIDIA CORP,NA,NVIDIA CORP,117768,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),Jensen Huang,,,,Jensen,Huang,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/93,NA,353,22806,83377,NA,NA,NA,NA
368,PYPL,PAYPAL HOLDINGS INC,NA,PAYPAL HOLDINGS INC,24616,0,CAUCASIAN/WHITE,Dan Schulman,,,,Dan,Schulman,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/17/15,9/27/23,405,2308850,54611,NA,NA,NA,NA
369,SIVB,SVB FINANCIAL GROUP,NA,NA,17120,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,SNPS,SYNOPSYS INC,NA,SYNOPSYS INC,24975,0,CAUCASIAN/WHITE,Doctor Aart De Geus,,,,Aart,De Geus,NA,NA,CEO,Chairman/Co-CEO,Executive Director,,1,1,1,NA,NA,NA,NA,5/21/12,4/30/22,438,29816,64702,NA,NA,NA,NA
370,SNPS,SYNOPSYS INC,NA,SYNOPSYS INC,24975,0,CAUCASIAN/WHITE,Doctor Chi-Foon Chan,,,,ChiFoon,Chan,NA,NA,CEO,President/Co-CEO,Executive Director,,1,1,1,NA,NA,NA,NA,5/21/12,11/1/21,439,29816,64712,NA,NA,NA,NA
371,TRMB,TRIMBLE INC,NA,NA,22815,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,VAR,VARIAN MEDICAL SYSTEMS INC,NA,VARIAN MEDICAL SYSTEMS INC (De-listed 04/2021),11115,0,CAUCASIAN/WHITE,Dow Wilson,,,,Dow,Wilson,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/29/12,10/5/20,487,32375,453565,NA,NA,NA,NA
373,WDC,WESTERN DIGITAL CORP,NA,NA,11399,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,XLNX,XILINX INC,NA,XILINX INC (De-listed 02/2022),22325,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),Victor Peng,,,,Victor,Peng,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/29/18,2/14/22,512,33857,339239,NA,NA,NA,NA
375,ADM,ARCHER-DANIELS-MIDLAND CO,NA,ARCHER-DANIELS-MIDLAND CO,1722,1,HISPANIC/LATIN AMERICAN,Juan Luciano,,,,Juan,Luciano,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/16,NA,10,2490,890753,NA,NA,NA,NA
376,AJG,ARTHUR J GALLAGHER & CO,NA,ARTHUR J GALLAGHER & CO,4973,0,CAUCASIAN/WHITE,Pat Gallagher Jr,,,,Pat,Gallagher Jr,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/19/06,1/1/24,18,12761,81627,NA,NA,NA,NA
377,ALL,ALLSTATE CORP,NA,ALLSTATE CORP,28349,0,CAUCASIAN/WHITE,Tom Wilson II,,,,Tom,Wilson II,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/23/18,NA,22,1534,34944,NA,NA,NA,NA
378,BA,BOEING CO,Boeing Company,NA,2285,0,CAUCASIAN/WHITE,James Bell,,,,James,Bell,NA,1,CEO,NA,NA,,NA,NA,NA,0,M,3/7/05,NA,NA,NA,NA,NA,NA,50,19561,0,1
379,CAG,CONAGRA BRANDS INC,NA,CONAGRA BRANDS INC (Conagra Foods Inc prior to 11/2016),3362,0,CAUCASIAN/WHITE,Sean Connolly,,,,Sean,Connolly,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/6/15,NA,65,7619,837621,NA,NA,NA,NA
380,CBOE,CBOE GLOBAL MARKETS INC,NA,CBOE GLOBAL MARKETS INC (CBOE Holdings Inc prior to 10/2017),184500,0,CAUCASIAN/WHITE,Ed Tilly,,,,Ed,Tilly,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/14/19,5/12/22,69,1647824,1058282,NA,NA,NA,NA
381,CME,CME GROUP INC,NA,CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007),149070,0,CAUCASIAN/WHITE,The Hon. Terry Duffy,,,,Terry,Duffy,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/10/16,NA,90,268946,91452,NA,NA,NA,NA
382,EQR,EQUITY RESIDENTIAL,NA,EQUITY RESIDENTIAL (Equity Residential Properties Trust prior to 10/2002),28733,0,CAUCASIAN/WHITE,Mark Parrell,,,,Mark,Parrell,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/31/18,NA,162,10928,552575,NA,NA,NA,NA
383,EXC,EXELON CORP,NA,EXELON CORP,8539,0,CAUCASIAN/WHITE,Chris Crane,,,,Chris,Crane,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/12/12,10/17/22,172,11376,534954,NA,NA,NA,NA
384,GEHC,GE HEALTHCARE TECHNOLOGI INC,NA,NA,41818,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,IEX,IDEX CORP,NA,NA,15267,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,ITW,ILLINOIS TOOL WORKS,NA,ILLINOIS TOOL WORKS INC (ITW),5878,0,CAUCASIAN/WHITE,Ernest Santi,,,,Ernest,Santi,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/8/15,1/1/24,251,15580,534201,NA,NA,NA,NA
387,LKQ,LKQ CORP,NA,LKQ CORPORATION INC,155394,0,CAUCASIAN/WHITE,Nick Zarcone,,,,Nick,Zarcone,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/31/17,NA,279,463860,1523271,NA,NA,NA,NA
388,MCD,MCDONALD'S CORP,McDonald's,MCDONALD'S CORP,7154,0,CAUCASIAN/WHITE,Chris Kempczinski,Donald Thompson,Donald,Thompson,Chris,Kempczinski,NA,1,CEO,President/CEO,Executive Director,,1,NA,NA,0,M,1/11/10,NA,11/1/19,NA,299,19944,1381393,76,43449,1,0
389,MDLZ,MONDELEZ INTERNATIONAL INC,NA,MONDELEZ INTERNATIONAL INC,142953,0,CAUCASIAN/WHITE,Doctor Dirk van de Put,,,,Dirk,van de Put,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/18,NA,304,18164,640369,NA,NA,NA,NA
390,MSI,MOTOROLA SOLUTIONS INC,NA,MOTOROLA SOLUTIONS INC,7585,0,CAUCASIAN/WHITE,Greg Brown,,,,Greg,Brown,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/3/11,NA,326,21174,42861,NA,NA,NA,NA
391,NTRS,NORTHERN TRUST CORP,NA,NORTHERN TRUST CORP,7982,0,CAUCASIAN/WHITE,Mike O'Grady,,,,Mike,O'Grady,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/23/19,NA,351,22509,1122917,NA,NA,NA,NA
392,UAL,UNITED AIRLINES HOLDINGS INC,United Airlines,UNITED AIRLINES HOLDINGS INC (United Continental Holdings Inc prior to 07/2019),10795,0,CAUCASIAN/WHITE,Oscar Munoz,Brett Hart,Brett,Hart,Oscar,Munoz,NA,1,CEO,CEO,Executive Director,1,0,NA,NA,0,M,10/19/15,NA,8/29/16,5/20/20,472,31575,160071,91,91103,0,1
393,VTR,VENTAS INC,NA,VENTAS INC (Vencor Inc prior to 04/1998),110179,0,CAUCASIAN/WHITE,Debra Cafaro,,,,Debra,Cafaro,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/2/10,NA,495,32450,180625,NA,NA,NA,NA
394,KEYS,KEYSIGHT TECHNOLOGIES INC,NA,KEYSIGHT TECHNOLOGIES INC,20232,0,CAUCASIAN/WHITE,Ron Nersesian,,,,Ron,Nersesian,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/1/19,5/1/22,264,2163313,598783,NA,NA,NA,NA
395,ALK,ALASKA AIR GROUP INC,NA,ALASKA AIR GROUP INC,1230,0,CAUCASIAN/WHITE,Brad Tilden,,,,Brad,Tilden,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/14,3/31/21,21,1273,220505,NA,NA,NA,NA
396,AMZN,AMAZON.COM INC,NA,AMAZON.COM INC,64768,0,CAUCASIAN/WHITE,Jeff Bezos,,,,Jeff,Bezos,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/1/00,7/5/21,29,1703,45136,NA,NA,NA,NA
397,COST,COSTCO WHOLESALE CORP,NA,COSTCO WHOLESALE CORP,29028,0,CAUCASIAN/WHITE,W Jelinek,,,,W,Jelinek,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/12,2/2/22,98,8022,43701,NA,NA,NA,NA
398,EXPD,EXPEDITORS INTL WASH INC,NA,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,4494,0,CAUCASIAN/WHITE,Jeff Musser,,,,Jeff,Musser,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/1/14,NA,174,11401,452655,NA,NA,NA,NA
399,EXPE,EXPEDIA GROUP INC,NA,NA,126296,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,FFIV,F5 INC,F5 Networks,NA,121077,1,BLACK/AFRICAN AMERICAN,Fran_ois Locoh-Donou,,,,Fran_ois,Locoh-Donou,NA,1,CEO,NA,NA,,NA,NA,NA,0,M,1/31/17,NA,NA,NA,NA,NA,NA,157,86964,0,0
401,MSFT,MICROSOFT CORP,NA,MICROSOFT CORP,12141,1,INDIAN/SOUTH ASIAN,Satya Nadella,,,,Satya,Nadella,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/4/14,6/16/21,325,20601,499383,NA,NA,NA,NA
402,PCAR,PACCAR INC,NA,PACCAR INC,8253,0,CAUCASIAN/WHITE,R Feight,,,,R,Feight,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/19,NA,372,23563,1526154,NA,NA,NA,NA
403,SBUX,STARBUCKS CORP,NA,STARBUCKS CORP,25434,0,CAUCASIAN/WHITE,Kevin Johnson,,,,Kevin,Johnson,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/3/17,4/4/22,428,29093,31844,NA,NA,NA,NA
404,TMUS,T-MOBILE US INC,NA,NA,17874,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,WY,WEYERHAEUSER CO,NA,WEYERHAEUSER CO,11456,0,CAUCASIAN/WHITE,Devin Stockfish,,,,Devin,Stockfish,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,NA,510,33418,1266749,NA,NA,NA,NA
406,LNT,ALLIANT ENERGY CORP,NA,ALLIANT ENERGY CORP,11554,0,CAUCASIAN/WHITE,John Larsen,,,,John,Larsen,NA,NA,CEO,Chair/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/19,2/27/23,283,1476,896820,NA,NA,NA,NA
407,ETSY,ETSY INC,NA,ETSY INC,23238,0,CAUCASIAN/WHITE,Josh Silverman,,,,Josh,Silverman,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/3/17,NA,167,2236759,765386,NA,NA,NA,NA
408,ADP,AUTOMATIC DATA PROCESSING,NA,AUTOMATIC DATA PROCESSING INC (ADP),1891,1,HISPANIC/LATIN AMERICAN,Carlos Rodriguez,,,,Carlos,Rodriguez,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/8/11,1/1/22,11,3101,745222,NA,NA,NA,NA
409,PEG,PUBLIC SERVICE ENTRP GRP INC,NA,PUBLIC SERVICE ENTERPRISE GROUP INC,8810,0,CAUCASIAN/WHITE,Doctor Ralph Izzo,,,,Ralph,Izzo,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/07,8/31/22,375,25378,204007,NA,NA,NA,NA
410,PRU,PRUDENTIAL FINANCIAL INC,NA,PRUDENTIAL FINANCIAL INC,143356,0,CAUCASIAN/WHITE,Charlie Lowrey Jr,,,,Charlie,Lowrey Jr,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/5/19,NA,396,25332,885991,NA,NA,NA,NA
411,BEN,FRANKLIN RESOURCES INC,NA,NA,4885,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,EA,ELECTRONIC ARTS INC,NA,ELECTRONIC ARTS INC,16721,0,CAUCASIAN/WHITE,Andrew Wilson,,,,Andrew,Wilson,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/17/13,8/12/21,145,10364,1207036,NA,NA,NA,NA
413,EQIX,EQUINIX INC,NA,EQUINIX INC,138743,0,CAUCASIAN/WHITE,Charles Meyers,,,,Charles,Meyers,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/12/18,NA,161,10899,1089745,NA,NA,NA,NA
414,ESS,ESSEX PROPERTY TRUST,NA,ESSEX PROPERTY TRUST INC (Essex Property Corp prior to 06/1994),30293,0,CAUCASIAN/WHITE,Mike Schall,,,,Mike,Schall,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/11,3/31/23,165,11060,182075,NA,NA,NA,NA
415,GILD,GILEAD SCIENCES INC,Gilead Sciences,GILEAD SCIENCES INC,24856,0,CAUCASIAN/WHITE,Daniel O'Day,,,,Daniel,O'Day,NA,0,CEO,Chairman/CEO,Executive Director,,1,NA,NA,0,M,12/9/18,NA,3/1/19,NA,198,13273,1015485,118,77274,0,0
416,META,META PLATFORMS INC,NA,META PLATFORMS INC (Facebook Inc prior to 11/2021),170617,0,CAUCASIAN/WHITE,Mark Zuckerberg,,,,Mark,Zuckerberg,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/18/12,NA,308,1820060,646335,NA,NA,NA,NA
417,RHI,ROBERT HALF INTL INC,NA,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),2312,0,CAUCASIAN/WHITE,Michael Waddell,,,,Michael,Waddell,NA,NA,CEO,Vice Chairman/CEO/President,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/15/19,NA,415,26429,81587,NA,NA,NA,NA
418,V,VISA INC,NA,VISA INC,179534,0,CAUCASIAN/WHITE,Al Kelly Jr,,,,Al,Kelly Jr,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/16/19,2/1/23,486,937594,33689,NA,NA,NA,NA
419,AIV,APARTMENT INVST & MGMT CO,NA,APARTMENT INVESTMENT & MANAGEMENT CO (AIMCO),30490,0,CAUCASIAN/WHITE,The Hon. Terry Considine,,,,Terry,Considine,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/10/09,12/15/20,16,2310,87112,NA,NA,NA,NA
420,DVA,DAVITA INC,NA,DAVITA INC (DaVita HealthCare Partners Inc prior to 09/2016),61483,1,HISPANIC/LATIN AMERICAN,Javier Rodriguez,,,,Javier,Rodriguez,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/1/19,NA,139,8783,655130,NA,NA,NA,NA
421,NEM,NEWMONT CORP,NA,NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020),7881,0,CAUCASIAN/WHITE,Tom Palmer,,,,Tom,Palmer,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/1/19,NA,337,22069,1378869,NA,NA,NA,NA
422,PEAK,HEALTHPEAK PROPERTIES INC,NA,NA,13125,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,VFC,VF CORP,NA,VF CORP,11060,0,CAUCASIAN/WHITE,Steve Rendle,,,,Steve,Rendle,NA,NA,CEO,Chairman (Executive)/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/28/17,12/2/22,488,32574,831805,NA,NA,NA,NA
424,WU,WESTERN UNION CO,Western Union,WESTERN UNION CO,175263,0,CAUCASIAN/WHITE,Hikmet Ersek,Devin McGranahan,Devin,McGranahan,Hikmet,Ersek,NA,0,CEO,President/CEO,Executive Director,,1,NA,NA,0,M,11/15/21,NA,9/1/10,12/31/21,509,840164,502258,182,91461,0,0
425,CLX,CLOROX CO/DE,NA,CLOROX COMPANY (THE),3121,0,CAUCASIAN/WHITE,Benno Dorer,,,,Benno,Dorer,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,8/15/16,9/14/20,87,7089,750963,NA,NA,NA,NA
426,ENPH,ENPHASE ENERGY INC,NA,ENPHASE ENERGY INC,187450,1,INDIAN/SOUTH ASIAN,Badri Kothandaraman,,,,Badri,Kothandaraman,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/3/17,NA,157,1810090,1197971,NA,NA,NA,NA
427,LRCX,LAM RESEARCH CORP,NA,LAM RESEARCH CORP,6565,0,CAUCASIAN/WHITE,Tim Archer,,,,Tim,Archer,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/5/18,NA,286,18384,487342,NA,NA,NA,NA
428,PCG,PG&E CORP,NA,PG&E CORP,8264,0,White,Bill Johnson,,,,Bill,Johnson,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/21/19,6/30/20,373,24303,47996,NA,NA,NA,NA
429,ROST,ROSS STORES INC,NA,ROSS STORES INC,9248,0,CAUCASIAN/WHITE,Barbara Rentler,,,,Barbara,Rentler,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/1/14,5/19/21,423,26560,487157,NA,NA,NA,NA
430,ALXN,ALEXION PHARMACEUTICALS INC,NA,ALEXION PHARMACEUTICALS INC (De-listed 07/2021),62263,0,CAUCASIAN/WHITE,Doctor Ludwig Hantson,,,,Ludwig,Hantson,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/27/17,7/21/21,23,1355,1077323,NA,NA,NA,NA
431,AMT,AMERICAN TOWER CORP,NA,NA,105365,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,BXP,BOSTON PROPERTIES INC,NA,BOSTON PROPERTIES INC,64925,0,CAUCASIAN/WHITE,Owen Thomas,,,,Owen,Thomas,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/2/13,5/19/22,63,4863,491901,NA,NA,NA,NA
433,GE,GENERAL ELECTRIC CO,NA,GENERAL ELECTRIC CO,5047,0,CAUCASIAN/WHITE,Larry Culp Jr,,,,Larry,Culp Jr,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/30/18,NA,196,12986,36907,NA,NA,NA,NA
434,IRM,IRON MOUNTAIN INC,NA,IRON MOUNTAIN INC,62374,0,CAUCASIAN/WHITE,Bill Meaney,,,,Bill,Meaney,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/7/13,NA,248,17012,1188382,NA,NA,NA,NA
435,STT,STATE STREET CORP,NA,NA,10035,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,VRTX,VERTEX PHARMACEUTICALS INC,NA,NA,24344,1,INDIAN/SOUTH ASIAN,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,CMCSA,COMCAST CORP,NA,COMCAST CORP (AT&T Comcast Corp prior to 11/2002),3226,0,CAUCASIAN/WHITE,Brian Roberts,,,,Brian,Roberts,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/25/04,10/11/22,89,7387,35803,NA,NA,NA,NA
438,FMC,FMC CORP,NA,FMC CORP,4510,0,CAUCASIAN/WHITE,Doctor Pierre Brondeau,,,,Pierre,Brondeau,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/1/18,5/31/20,189,12164,51661,NA,NA,NA,NA
439,AEE,AMEREN CORP,NA,AMEREN CORP,10860,0,CAUCASIAN/WHITE,Warner Baxter,,,,Warner,Baxter,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/14,1/1/22,13,1976,51707,NA,NA,NA,NA
440,ETR,ENTERGY CORP,NA,ENTERGY CORP,7366,0,CAUCASIAN/WHITE,Leo Denault,,,,Leo,Denault,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/1/13,11/1/22,166,10750,204855,NA,NA,NA,NA
